gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
FAAH,2,COLON,SPLEEN,"","","","",EFO_1000831,0.434256329254525,bacterial meningitis: Inflammation of the membranes surrounding the brain and spinal cord due to a bacterial infection.,ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",EFO_1001476,0.434256329254525,streptococcal infection: Infections with bacteria of the genus STREPTOCOCCUS.,ENSG00000117480
VIM,2,KIDNEY,LUNG,"","","","",HP_0000519,0.434256329254525,"Developmental cataract: A cataract that occurs congenitally as the result of a developmental defect, in contrast to the majority of cataracts that occur in adulthood as the result of degenerative changes of the lens.",ENSG00000026025
INPP4B,2,ADRNL,SPLEEN,"","","","",EFO_0004792,0.428885763879291,"plasminogen activator inhibitor 1 measurement: Is a quantification of plasminogen activator inhibitor 1 a serine protease inhibitor. This inhibitor acts as 'bait' for tissue plasminogen activator, urokinase, protein C and matriptase-3/TMPRSS7. Its rapid interaction with PLAT may function as a major control point in the regulation of fibrinolysis",ENSG00000109452
FOXP3,2,HEART,SPLEEN,"","","","",EFO_0000279,0.425346374924501,azoospermia: Complete absence of spermatozoa in the semen.,ENSG00000049768
INPP4B,2,ADRNL,SPLEEN,"","","","",EFO_0008579,0.41955783547304,"risk-taking behaviour: The tendency to take risks. Risk-taking behaviour is a characteristic of several psychiatric disorders such as ADHD and bipolar disorder, as well as problem behaviours such as smoking and drug abuse.",ENSG00000109452
SLC39A8,2,ADRNL,LUNG,"","","","",EFO_0008579,0.419206336434939,"risk-taking behaviour: The tendency to take risks. Risk-taking behaviour is a characteristic of several psychiatric disorders such as ADHD and bipolar disorder, as well as problem behaviours such as smoking and drug abuse.",ENSG00000138821
GSN,2,KIDNEY,SMLINT,"","","","",EFO_1001875,0.418344694994925,"amyloidosis: A disorder characterized by the localized or diffuse accumulation of amyloid protein in various anatomic sites. It may be primary, due to clonal plasma cell proliferations; secondary, due to long standing infections, chronic inflammatory disorders, or malignancies; or familial. It may affect the nerves, skin, tongue, joints, heart, liver, spleen, kidneys and adrenal glands.",ENSG00000148180
ADAMTS9,2,ADRNL,SPLEEN,"","","","",EFO_0008343,0.416493084304607,sex interaction measurement: quantification of the interaction between some phenotype and biological sex,ENSG00000163638
SLC39A8,2,ADRNL,LUNG,"","","","",EFO_0004464,0.414510494901984,brain measurement: NA,ENSG00000138821
VCAN,2,ADRNL,SPLEEN,"","","","",EFO_0004464,0.409249584481825,brain measurement: NA,ENSG00000038427
BCL11B,2,COLON,SPLEEN,"","","","",EFO_0006935,0.404696020353738,"thalamus volume: quantification of the volume of the thalamus, a midline symmetrical structure of two halves, within the vertebrate brain, situated between the cerebral cortex and the midbrain",ENSG00000127152
WLS,2,ADRNL,HEART,"","","","",EFO_0009936,0.404537122006909,Drugs affecting bone structure and mineralization use measurement: Quantification of some aspect of the use of drugs affecting bone structure and mineralization.,ENSG00000116729
CYP27A1,1,LIVER,"","","","","",Orphanet_909,0.865931318388678,"Cerebrotendinous xanthomatosis: Cerebrotendinous xanthomatosis (CTX) is an anomaly of bile acid synthesis characterized by neonatal cholestasis, childhood-onset cataract, adolescent to young adult-onset tendon xanthomata, and brain xanthomata with adult-onset neurologic dysfunction.",ENSG00000135929
MTHFR,1,HEART,"","","","","",Orphanet_395,0.861245452123953,Homocystinuria due to methylene tetrahydrofolate reductase deficiency: Homocystinuria due to methylene tetrahydrofolate reductase (MTHFR) deficiency is a metabolic disorder characterised by neurological manifestations.,ENSG00000177000
SCN1A,1,HEART,"","","","","",Orphanet_36387,0.858580722587109,Generalized epilepsy with febrile seizures-plus: Generalized epilepsy with febrile seizures plus (GEFS+) is a familial epilepsy syndrome in which family members display a seizure disorder from the GEFS+ spectrum which ranges from simple febrile seizures (FS) to the more severe phenotype of myoclonic-astatic epilepsy (MAE) or Dravet syndrome (DS) (see these terms).,ENSG00000144285
VWF,1,LUNG,"","","","","",Orphanet_903,0.856236473188234,"Von Willebrand disease: von Willebrand disease (VWD) is a hereditary bleeding disorder caused by a genetic anomaly leading to quantitative, structural or functional abnormalities of the Willebrand factor (von Willebrand factor; VWF). Two major groups of VWF deficiency have been defined: quantitative and partial (type 1) or total (type 3), and qualitative (type 2) with several subtypes (2A, 2B, 2M, 2N; see these terms).",ENSG00000110799
SLC3A1,1,ADRNL,"","","","","",Orphanet_214,0.852658798345012,Cystinuria: Cystinuria is a renal tubular amino acid transport disorder characterized by recurrent formation of kidneys cystine stones.,ENSG00000138079
MAN2B1,1,ADRNL,"","","","","",Orphanet_61,0.848645300378988,"Alpha-mannosidosis: Alpha-mannosidosis is an inherited lysosomal storage disorder characterized by immune deficiency, facial and skeletal abnormalities, hearing impairment, and intellectual deficit.",ENSG00000104774
COL4A1,1,HEART,"","","","","",MONDO_0008289,0.84724868218727,brain small vessel disease 1 with or without ocular anomalies: Any porencephaly in which the cause of the disease is a mutation in the COL4A1 gene.,ENSG00000187498
ASS1,1,LUNG,"","","","","",Orphanet_247525,0.843974507874372,"Citrullinemia type I: Citrullinemia type 1 is a rare autosomal recessive urea cycle defect characterized clinically by hyperammonemia, progressive lethargy, poor feeding and vomiting in the neonatal form (Acute neonatal citrullinemia type 1, see this term) and by variable hyperammonemia in the later-onset form (Adult-onset citrullinemia type 1, see this term).",ENSG00000130707
BTD,1,LIVER,"","","","","",Orphanet_79241,0.842127893412686,"Biotinidase deficiency: Biotinidase deficiency is a late-onset form of multiple carboxylase deficiency, an inborn error of biotin metabolism that, if untreated, is characterized by seizures, breathing difficulties, hypotonia, skin rash, alopecia, hearing loss and delayed development.",ENSG00000169814
OAT,1,LIVER,"","","","","",Orphanet_414,0.83875939949261,"Gyrate atrophy of choroid and retina: Hyperornithinemia is an inborn disorder of ornithine metabolism due to mitochondrial ornithine aminotransferase deficiency.The main clinical manifestation of the disease is gyrate atrophy of the choroid and retina that begins during childhood with myopia and night blindness, followed by concentric shrinking of the visual field (tunnel vision) and a peculiar aspect of retinopathy on the funduscopy. The electroretinogram soon goes flat. Patients often develop subcapsular posterior cataract between the ages of 10 and 20 and become virtually blind between the ages of 40 and 50. Most patients have normal intelligence.",ENSG00000065154
NOTCH3,1,LUNG,"","","","","",Orphanet_136,0.837374530382013,CADASIL: CADASIL (Cerebral Autosomal Dominant Arteriopathy with Subcortical Infarcts and Leukoencephalopathy) is a hereditary cerebrovascular disorder characterized by mid-adult onset of recurrent subcortical ischemic stroke and cognitive impairment progressing to dementia in addition to migraines with aura and mood disturbances seen in about a third of patients.,ENSG00000074181
G6PC3,1,COLON,"","","","","",Orphanet_331176,0.836802115869847,Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency: NA,ENSG00000141349
COL4A3,1,HEART,"","","","","",Orphanet_88919,0.835950973126044,"Autosomal recessive Alport syndrome: Autosomal recessive Alport syndrome isa genetic condition characterized by kidney disease, hearing loss, and eye abnormalities. Most affected individuals experience progressive loss of kidney function, usually resulting in end-stage kidney disease. People with Alport syndrome frequently develop sensorineural hearing loss in late childhood or early adolescence. The eye abnormalities seen in this condition seldom lead to vision loss. Alport syndrome can have different patterns of inheritance. About15 percentof Alport syndrome cases are inherited in an autosomal recessive pattern and are caused bymutations in both copies of the COL4A3 or COL4A4 genes. Treatment is based on the symptoms present and may include medications to delay the progression of kidney disease. In most cases, a kidney transplant is eventually needed.",ENSG00000169031
DYSF,1,HEART,"","","","","",Orphanet_268,0.833844723885445,"Autosomal recessive limb-girdle muscular dystrophy type 2B: Autosomal recessive limb-girdle muscular dystrophy type 2B (LGMD2B) is a subtype of autosomal recessive limb-girdle muscular dystrophy characterized by an onset in late adolescence or early adulthood of slowly progressive, proximal weakness and atrophy of shoulder and pelvic girdle muscles. Cardiac and respiratory muscles are not involved. Hypertrophy of the calf muscles and highly elevated serum creatine kinase levels are frequently observed.",ENSG00000135636
ETHE1,1,ADRNL,"","","","","",Orphanet_51188,0.833691664604783,"Ethylmalonic encephalopathy: Ethylmalonic acid encephalopathy (EE) is defined by elevated excretion of ethylmalonic acid (EMA) with recurrent petechiae, orthostatic acrocyanosis and chronic diarrhoea associated with neurodevelopmental delay, psychomotor regression and hypotonia with brain magnetic resonance imaging (MRI) abnormalities.",ENSG00000105755
ATP1A3,1,HEART,"","","","","",Orphanet_71517,0.83367165985113,"Rapid-onset dystonia-parkinsonism: Rapid-onset dystonia-parkinsonism (RDP) is a very rare movement disorder, characterized by the abrupt onset of parkinsonism and dystonia, often triggered by physical or psychological stress.",ENSG00000105409
DYSF,1,HEART,"","","","","",Orphanet_45448,0.833578826531022,"Miyoshi myopathy: A distal myopathy, characterized by weakness in the distal lower extremity posterior compartment (gastrocnemius and soleus muscles) and associated with difficulties in standing on tip toes.",ENSG00000135636
CBL,1,COLON,"","","","","",Orphanet_363972,0.831820916252468,"Noonan syndrome-like disorder with juvenile myelomonocytic leukemia: CBL-related disorder is a genetic condition caused by pathogenic variants in the Cbl ubiquitin ligase gene, (CBL; HGNC:1541). Due to the proposed mechanism indicating the CBL gene's relationship to the RAS-MAPK pathway and the phenotypic presentation similar to that of the RASopathies, CBL-related disorder should be considered a RASopathy disorder. Though there is a wide spectrum of phenotypic variability, broadly, patients with CBL-related disorder have presented with developmental delay, intellectual disability, neurodevelopmental alterations, prenatal lymphatic anomalies, cardiac malformations as well as vascular anomalies particularly affecting the brain (e.g. Moya-moya arteriopathies), craniofacial features indicative of a RASopathy, hypotonia, feeding difficulties, edema of the legs, musculoskeletal and respiratory thorax abnormalities, ectodermal features including cafe-au-lait spots, immunological and hematological disorders and susceptibility to tumors diagnosed as juvenile myelomonocytic leukemia (JMML) that is usually self-remitting. Note tumor risk beyond JMML has not yet been thoroughly assessed. Due to the clinical presentation of a broad spectrum of these and other phenotypes in patients with variants in CBL, these conditions are currently defined by experts in reference to the causal gene, CBL.",ENSG00000110395
MLC1,1,HIPPOC,"","","","","",Orphanet_2478,0.829273544277939,"Megalencephalic leukoencephalopathy with subcortical cysts: Megalencephalic leukoencephalopathy with subcortical cysts (MLC) is a form of leukodystrophy that is characterized by infantile-onset macrocephaly, often with mild neurologic signs at presentation (such as mild motor delay), which worsen with time, leading to poor ambulation, falls, ataxia, spasticity, increasing seizures and cognitive decline. Brain magnetic resonance imaging reveals diffusely abnormal and mildly swollen white matter as well as subcortical cysts in the anterior temporal and frontoparietal regions.",ENSG00000100427
AGA,1,ADRNL,"","","","","",Orphanet_93,0.828739618123267,Aspartylglucosaminuria: Aspartylglycosaminuria (AGU) is an autosomal recessive lysosomal storage disease belonging to the oligosaccharidosis group (also called glycoproteinosis).,ENSG00000038002
PYGM,1,HEART,"","","","","",Orphanet_368,0.827422528432021,Glycogen storage disease due to muscle glycogen phosphorylase deficiency: NA,ENSG00000068976
G6PC3,1,COLON,"","","","","",Orphanet_42738,0.8269673805584,Severe congenital neutropenia: NA,ENSG00000141349
SMC1A,1,COLON,"","","","","",Orphanet_199,0.826910727321595,"Cornelia de Lange syndrome: A rare syndrome characterized by low birth weight, delayed growth, intellectual disabillity, behavioral problems, and a distinctive facial appearance (thin, arched eyebrows, low set ears, small teeth, and small nose). The majority of cases are caused by mutations in the NIPBL gene. Less severe forms of the syndrome are caused by mutations in the SMC1A and SMC3 genes.",ENSG00000072501
VWF,1,LUNG,"","","","","",Orphanet_166087,0.826116078407651,Von Willebrand disease type 2B: A subtype of type 2 VWD characterized by a bleeding disorder associated with an increase in the affinity of the Willebrand factor (von Willebrand factor; VWF) for platelets. This anomaly results in spontaneous binding of high molecular weight VWF multimers to platelets leading to rapid clearance of both the platelets (increasing the risk of thrombocytopenia) and the high molecular weight VWF multimers from the plasma.,ENSG00000110799
