rat_ensembl_gene,ome,tissue,node,rat_gene_symbol,human_gene_symbol,human_ensembl_gene,chr,gene_start,gene_end,male.logFC,male.phenotypic_expression_Z,male.genetic_expression_Z,female.logFC,female.phenotypic_expression_Z,female.genetic_expression_Z,num_twas_hits,twas_hits
ENSRNOG00000008289,TRNSCRPT,ADRNL,8w_F-1_M-1,Slc25a3,SLC25A3,ENSG00000075415,chr12,98593591,98606379,-0.364518274591644,-0.767500433759133,,-0.0741361816209463,-0.12910593192415,,0,""
ENSRNOG00000008351,TRNSCRPT,ADRNL,8w_F1_M1,RGD1308117,C8orf58,ENSG00000241852,chr8,22599601,22604150,0.724917810235679,1.49862002795884,,0.169533718249349,0.290363743882881,,2,"Astle_et_al_2016_Platelet_count, UKB_1200_Sleeplessness_or_insomnia"
ENSRNOG00000008373,TRNSCRPT,ADRNL,8w_F1_M1,Colec11,COLEC11,ENSG00000118004,chr2,3594832,3644644,0.934772611319154,1.70166955944808,,1.91282734259181,2.93354240494182,,0,""
ENSRNOG00000008543,TRNSCRPT,ADRNL,8w_F1_M1,Pdlim2,PDLIM2,ENSG00000120913,chr8,22578279,22598025,0.563336017486237,1.15610077163213,,0.304912451116583,0.518836157287216,,3,"Astle_et_al_2016_Red_blood_cell_count, UKB_3526_Mothers_age_at_death, UKB_50_Standing_height"
ENSRNOG00000008671,TRNSCRPT,ADRNL,8w_F-1_M-1,Dct,DCT,ENSG00000080166,chr13,94436808,94479682,-3.28636922535505,-5.84046003657622,,-2.15878297896719,-3.29987822205232,,1,UKB_21001_Body_mass_index_BMI
ENSRNOG00000008697,TRNSCRPT,ADRNL,8w_F1_M1,Ccn3,CCN3,ENSG00000136999,chr8,119416306,119424353,0.224725392827364,0.387574875444693,,0.42280625104425,0.615509343634583,,0,""
ENSRNOG00000008890,TRNSCRPT,ADRNL,8w_F1_M1,Slc18a2,SLC18A2,ENSG00000165646,chr10,117241093,117277273,0.3356695586765,0.474330728462013,,0.73740641383346,1.01942635292975,,1,UKB_1180_Morning_or_evening_person_chronotype
ENSRNOG00000009152,TRNSCRPT,ADRNL,8w_F-1_M-1,Caprin1,CAPRIN1,ENSG00000135387,chr11,34051683,34101156,-0.102403920024688,-0.217343679806778,,-0.108335201473632,-0.189675318463921,,0,""
ENSRNOG00000009183,TRNSCRPT,ADRNL,8w_F-1_M-1,Szrd1,SZRD1,ENSG00000055070,chr1,16352575,16398145,-0.129757080630978,-0.274170735625582,,-0.161367040743844,-0.282027127742408,,2,"UKB_23099_Body_fat_percentage, UKB_50_Standing_height"
ENSRNOG00000009325,TRNSCRPT,ADRNL,8w_F1_M1,Fuca1,FUCA1,ENSG00000179163,chr1,23845077,23868294,0.116712946127613,0.24009580543009,,0.219007539654362,0.372391528575532,,1,Astle_et_al_2016_Eosinophil_counts
ENSRNOG00000009439,TRNSCRPT,ADRNL,8w_F1_M1,Eef1a1,EEF1A1,ENSG00000156508,chr6,73515750,73523617,0.1093498798562,0.23076178601455,,0.155322510964884,0.270625309251567,,0,""
ENSRNOG00000009530,TRNSCRPT,ADRNL,8w_F-1_M-1,Uchl3,UCHL3,ENSG00000118939,chr13,75549480,75606020,-0.409808213549777,-0.83906153581032,,-0.288089479485008,-0.494647035531283,,2,"Astle_et_al_2016_Platelet_count, UKB_23099_Body_fat_percentage"
ENSRNOG00000009592,TRNSCRPT,ADRNL,8w_F1_M1,Cyb5r3,CYB5R3,ENSG00000100243,chr22,42617840,42649568,0.15552849668589,0.322567006555436,,0.272165268579644,0.46990546632343,,0,""
ENSRNOG00000009729,TRNSCRPT,ADRNL,8w_F1_M1,Ubp1,UBP1,ENSG00000153560,chr3,33388336,33441371,0.199092046534288,0.421485755647636,,0.153271385716432,0.267535019198129,,0,""
ENSRNOG00000009951,TRNSCRPT,ADRNL,8w_F1_M1,Aif1l,AIF1L,ENSG00000126878,chr9,131096476,131123152,0.374375930347699,0.721968986497436,,0.454736779255323,0.738572537579831,,0,""
ENSRNOG00000009982,TRNSCRPT,ADRNL,8w_F1_M1,Pnp,PNP,ENSG00000198805,chr14,20468954,20477094,0.106433466365952,0.194785268150254,,0.201046601004397,0.327498664437004,,1,UKB_50_Standing_height
ENSRNOG00000009992,TRNSCRPT,ADRNL,8w_F-1_M-1,Rabggtb,RABGGTB,ENSG00000137955,chr1,75786699,75795079,-0.211588877945709,-0.445328161897999,,-0.145939886913751,-0.254368593812162,,1,UKB_21001_Body_mass_index_BMI
ENSRNOG00000009997,TRNSCRPT,ADRNL,8w_F1_M1,Erap1,ERAP1,ENSG00000164307,chr5,96760810,96808100,0.150522936770216,0.303378753933826,,0.155704389695603,0.262037611347913,,4,"GIANT_HEIGHT, UKB_20002_1065_self_reported_hypertension, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000010034,TRNSCRPT,ADRNL,8w_F1_M1,Asah1,ASAH1,ENSG00000104763,chr8,18055992,18084998,0.259128992275206,0.541477187928575,,0.185664036617419,0.321232909571359,,0,""
ENSRNOG00000010041,TRNSCRPT,ADRNL,8w_F1_M1,Ube2g1,UBE2G1,ENSG00000132388,chr17,4269259,4366628,0.0700539726246445,0.148261350942008,,0.133195889557897,0.232632628573053,,0,""
ENSRNOG00000010134,TRNSCRPT,ADRNL,8w_F-1_M-1,Acot2,ACOT2,ENSG00000119673,chr14,73567620,73575658,-0.33948929178972,-0.637225504994832,,-0.515408970733985,-0.856757685130745,,1,Astle_et_al_2016_Platelet_count
ENSRNOG00000010164,TRNSCRPT,ADRNL,8w_F-1_M-1,Mrps2,MRPS2,ENSG00000122140,chr9,135500570,135504673,-0.314260951944289,-0.662618119118303,,-0.0812519004835663,-0.141647742613307,,0,""
ENSRNOG00000010170,TRNSCRPT,ADRNL,8w_F-1_M-1,Tubb4b,TUBB4B,ENSG00000188229,chr9,137241213,137243584,-0.44467443467205,-0.900259325978794,,-0.315296818209651,-0.532397404813463,,0,""
ENSRNOG00000010196,TRNSCRPT,ADRNL,8w_F1_M1,Glb1,GLB1,ENSG00000170266,chr3,32996608,33097230,0.146515989701853,0.30710382887872,,0.199941501215915,0.345875769089867,,4,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, UKB_50_Standing_height, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000010205,TRNSCRPT,ADRNL,8w_F1_M1,Mturn,MTURN,ENSG00000180354,chr7,30134810,30162762,0.256930730253341,0.514293424625674,,0.171652384237462,0.287173384642469,,0,""
ENSRNOG00000010233,TRNSCRPT,ADRNL,8w_F-1_M-1,Cald1,CALD1,ENSG00000122786,chr7,134744252,134970728,-0.308099727378502,-0.63504783520326,,-0.130591217365471,-0.225029424670214,,0,""
ENSRNOG00000010362,TRNSCRPT,ADRNL,8w_F1_M1,Anxa2,ANXA2,ENSG00000182718,chr15,60347134,60402883,0.30904491906277,0.634964608910789,,0.364934905330916,0.628515411746382,,1,UKB_23099_Body_fat_percentage
ENSRNOG00000010408,TRNSCRPT,ADRNL,8w_F1_M1,Polr2k,POLR2K,ENSG00000147669,chr8,100150584,100154002,0.117946634635831,0.249685532685494,,0.12444742663884,0.217791821098639,,0,""
ENSRNOG00000010512,TRNSCRPT,ADRNL,8w_F1_M1,Yipf1,YIPF1,ENSG00000058799,chr1,53851719,53889834,0.132432091055793,0.27900811289453,,0.239216684823283,0.416094000412861,,0,""
ENSRNOG00000010630,TRNSCRPT,ADRNL,8w_F-1_M-1,Prcp,PRCP,ENSG00000137509,chr11,82823502,82970584,-0.63519345446625,-1.33407423977754,,-0.329495464563943,-0.573999523724055,,0,""
ENSRNOG00000010634,TRNSCRPT,ADRNL,8w_F1_M1,Megf11,MEGF11,ENSG00000157890,chr15,65895079,66253747,0.325680640366363,0.628468291755244,,0.762333591668074,1.25400872250448,,1,UKB_20127_Neuroticism_score
ENSRNOG00000010637,TRNSCRPT,ADRNL,8w_F1_M1,Tbc1d5,TBC1D5,ENSG00000131374,chr3,17157162,17742748,0.261456713274379,0.548556886121383,,0.270025977480753,0.470725517590226,,0,""
ENSRNOG00000010838,TRNSCRPT,ADRNL,8w_F1_M1,Araf,ARAF,ENSG00000078061,chrX,47561100,47571897,0.157858890349035,0.334389185305494,,0.175510014203271,0.306700385101621,,0,""
ENSRNOG00000010872,TRNSCRPT,ADRNL,8w_F-1_M-1,Ckb,CKB,ENSG00000166165,chr14,103519659,103523111,-0.525531887071081,-1.03934614311319,,-0.852051396579182,-1.39507820369502,,13,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count, GIANT_HEIGHT, UKB_20002_1065_self_reported_hypertension, UKB_20022_Birth_weight, UKB_50_Standing_height"
ENSRNOG00000010993,TRNSCRPT,ADRNL,8w_F1_M1,Dpm1,DPM1,ENSG00000000419,chr20,50934867,50958555,0.0732611765005905,0.153371027554149,,0.0985991778720469,0.170910536264679,,0,""
ENSRNOG00000010996,TRNSCRPT,ADRNL,8w_F-1_M-1,Mob1b,MOB1B,ENSG00000173542,chr4,70902326,70988168,-0.213160163741499,-0.44313993413405,,-0.15295393232202,-0.264199591003425,,0,""
ENSRNOG00000011156,TRNSCRPT,ADRNL,8w_F-1_M-1,Clstn3,CLSTN3,ENSG00000139182,chr12,7130253,7158945,-0.351837320670466,-0.698708288386001,,-0.160574543125544,-0.271341510308853,,0,""
ENSRNOG00000011175,TRNSCRPT,ADRNL,8w_F-1_M-1,Hnrnpa2b1,HNRNPA2B1,ENSG00000122566,chr7,26189927,26200793,-0.22304610098298,-0.469385173237213,,-0.079572506354139,-0.138487565835568,,1,UKB_50_Standing_height
ENSRNOG00000011263,TRNSCRPT,ADRNL,8w_F-1_M-1,Plac9,PLAC9,ENSG00000189129,chr10,80131682,80145359,-0.474573252947024,-0.894177147882265,,-0.64885234682293,-1.05654513153504,,0,""
ENSRNOG00000011295,TRNSCRPT,ADRNL,8w_F-1_M-1,Anapc2,ANAPC2,ENSG00000176248,chr9,137174784,137188537,-0.657036512233409,-1.38620490437,,-0.179820411720847,-0.313663223164767,,2,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count"
ENSRNOG00000011308,TRNSCRPT,ADRNL,8w_F1_M1,Uhrf2,UHRF2,ENSG00000147854,chr9,6413151,6507054,0.254162854225463,0.537275512829153,,0.205703370974551,0.358844648528067,,2,"Astle_et_al_2016_Red_blood_cell_count, UKB_20002_1065_self_reported_hypertension"
ENSRNOG00000011348,TRNSCRPT,ADRNL,8w_F1_M1,Snx14,SNX14,ENSG00000135317,chr6,85505496,85594156,0.117219225872008,0.24803951082047,,0.183345233659886,0.320153596626099,,0,""
ENSRNOG00000011384,TRNSCRPT,ADRNL,8w_F-1_M-1,Aimp1,AIMP1,ENSG00000164022,chr4,106315544,106349226,-0.358397213163923,-0.753137620542906,,-0.0761224412862457,-0.133027706435894,,0,""
ENSRNOG00000011446,TRNSCRPT,ADRNL,8w_F1_M1,Vill,VILL,ENSG00000136059,chr3,37988059,38007188,0.451202171434487,0.92270493407754,0.922706779492944,0.38715759792203,0.666829115606995,0.666830449269227,0,""
ENSRNOG00000011589,TRNSCRPT,ADRNL,8w_F1_M1,Camk2d,CAMK2D,ENSG00000145349,chr4,113451032,113761927,0.199215447955074,0.399309096542557,,0.206331523873484,0.346094316614577,,0,""
ENSRNOG00000011763,TRNSCRPT,ADRNL,8w_F1_M1,Serp1,SERP1,ENSG00000120742,chr3,150541994,150603228,0.0923399677530795,0.192058092866095,,0.130763806838274,0.226462655148161,,0,""
ENSRNOG00000011971,TRNSCRPT,ADRNL,8w_F1_M1,C1s,C1S,ENSG00000182326,chr12,6988259,7071032,0.262008459233566,0.529512713767907,,0.213450172368871,0.363666128394159,,0,""
ENSRNOG00000011977,TRNSCRPT,ADRNL,8w_F1_M1,Sema5a,SEMA5A,ENSG00000112902,chr5,9035026,9546075,0.411898201439379,0.778248890510247,,0.417653609592341,0.659700237446996,,0,""
ENSRNOG00000012035,TRNSCRPT,ADRNL,8w_F1_M1,Rnf181,RNF181,ENSG00000168894,chr2,85595725,85597613,0.11939781851284,0.252162714684291,,0.198813395765104,0.346698234921032,,1,UKB_23099_Body_fat_percentage
ENSRNOG00000012054,TRNSCRPT,ADRNL,8w_F1_M1,Zmpste24,ZMPSTE24,ENSG00000084073,chr1,40258107,40294184,0.0944328622232866,0.199137035741509,,0.268389557255875,0.465723279770771,,0,""
ENSRNOG00000012106,TRNSCRPT,ADRNL,8w_F-1_M-1,Dnaja4,DNAJA4,ENSG00000140403,chr15,78264157,78282196,-0.346682062754924,-0.658648594069077,,-0.371967995988198,-0.604682516521286,,0,""
ENSRNOG00000012121,TRNSCRPT,ADRNL,8w_F1_M1,Sdf2,SDF2,ENSG00000132581,chr17,28648356,28662090,0.0924793514659279,0.194403035095366,,0.262790880883079,0.45618814806985,,1,Astle_et_al_2016_Red_blood_cell_count
ENSRNOG00000012206,TRNSCRPT,ADRNL,8w_F-1_M-1,Dennd5a,DENND5A,ENSG00000184014,chr11,9138825,9265390,-0.236607834152319,-0.498114666488633,,-0.0561087248651254,-0.0977597557300825,,0,""
ENSRNOG00000012290,TRNSCRPT,ADRNL,8w_F-1_M-1,Gchfr,GCHFR,ENSG00000137880,chr15,40764020,40764608,-1.86961685313639,-3.56428405883363,,-1.22473273930791,-2.00086208587032,,0,""
ENSRNOG00000012343,TRNSCRPT,ADRNL,8w_F-1_M-1,Pdp2,PDP2,ENSG00000172840,chr16,66878589,66895754,-0.546382857870586,-1.10049217880975,,-0.328854313075103,-0.556430474975146,,2,"Astle_et_al_2016_Red_blood_cell_count, UKB_20022_Birth_weight"
ENSRNOG00000012508,TRNSCRPT,ADRNL,8w_F1_M1,Slc39a8,SLC39A8,ENSG00000138821,chr4,102251041,102385510,0.22142400850585,0.431437710708825,,0.559729854703413,0.934178141764238,,2,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count"
ENSRNOG00000012779,TRNSCRPT,ADRNL,8w_F1_M1,Msr1,MSR1,ENSG00000038945,chr8,16107878,16567490,0.229988115680823,0.411465399366139,,0.303924881006,0.49099832405255,,0,""
ENSRNOG00000012791,TRNSCRPT,ADRNL,8w_F-1_M-1,Ajuba,AJUBA,ENSG00000129474,chr14,22971174,22982642,-0.342956449147024,-0.670772821272867,,-0.321246018901412,-0.527877530553158,,6,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count, EGG_BW3_EUR, SSGAC_Education_Years_Pooled, UKB_20022_Birth_weight"
ENSRNOG00000012866,TRNSCRPT,ADRNL,8w_F1_M1,Nek8,NEK8,ENSG00000160602,chr17,28725897,28743455,0.428817162626817,0.871997977708879,,0.309527413382272,0.524322627884332,,0,""
ENSRNOG00000012880,TRNSCRPT,ADRNL,8w_F1_M1,Tti1,TTI1,ENSG00000101407,chr20,37983007,38033468,0.105186370209492,0.220458764270403,,0.213451154711994,0.370922454547936,,0,""
ENSRNOG00000012951,TRNSCRPT,ADRNL,8w_F-1_M-1,Kctd9,KCTD9,ENSG00000104756,chr8,25427847,25458476,-0.220120859319289,-0.46301704494297,,-0.182619742626001,-0.317302058108173,,4,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Lymphocyte_counts, GIANT_HEIGHT, UKB_50_Standing_height"
ENSRNOG00000012960,TRNSCRPT,ADRNL,8w_F1_M1,Uap1l1,UAP1L1,ENSG00000197355,chr9,137077501,137084539,0.389039055553544,0.719667049286753,,0.160091389468876,0.25511708513245,,1,Astle_et_al_2016_Monocyte_count
ENSRNOG00000013013,TRNSCRPT,ADRNL,8w_F-1_M-1,Tle3,TLE3,ENSG00000140332,chr15,70047790,70098176,-0.159568397631972,-0.328758170944883,,-0.191038162448898,-0.326168823624543,,0,""
ENSRNOG00000013023,TRNSCRPT,ADRNL,8w_F1_M1,Nop53,NOP53,ENSG00000105373,chr19,47745522,47757035,0.332671540996486,0.695411527402073,,0.183812543648099,0.317351271479404,,0,""
ENSRNOG00000013186,TRNSCRPT,ADRNL,8w_F-1_M-1,G3bp1,G3BP1,ENSG00000145907,chr5,151771045,151812785,-0.225659241526542,-0.476121553245408,,-0.0746775206208759,-0.13041182594841,,0,""
ENSRNOG00000013190,TRNSCRPT,ADRNL,8w_F1_M1,Rnaset2,RNASET2,ENSG00000026297,chr6,166929504,166957184,0.207197630103646,0.42385550484885,,0.201283263457292,0.344272550419227,,4,"IBD.EUR.Crohns_Disease, IBD.EUR.Inflammatory_Bowel_Disease, RA_OKADA_TRANS_ETHNIC, UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema"
ENSRNOG00000013236,TRNSCRPT,ADRNL,8w_F1_M1,Samd8,SAMD8,ENSG00000156671,chr10,75099586,75182123,0.154025384704304,0.32358192996787,,0.188037443643438,0.325891797538166,,0,""
ENSRNOG00000013265,TRNSCRPT,ADRNL,8w_F1_M1,Tgfbr2,TGFBR2,ENSG00000163513,chr3,30606502,30694142,0.0970211458116444,0.197907801140147,,0.0997105506929535,0.170471125005605,,0,""
ENSRNOG00000013356,TRNSCRPT,ADRNL,8w_F1_M1,Snapin,SNAPIN,ENSG00000143553,chr1,153658654,153661787,0.202822716176301,0.428707501935263,,0.159216383073864,0.277796283624083,,0,""
ENSRNOG00000013594,TRNSCRPT,ADRNL,8w_F1_M1,Acp2,ACP2,ENSG00000134575,chr11,47239302,47248906,0.0985265647756588,0.207968112300631,,0.147620596723561,0.256975977281664,,13,"Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Platelet_count, CKDGen_Chronic_Kidney_Disease, GIANT_2015_BMI_EUR, GIANT_2017_BMI_Active_EUR, GIANT_HEIGHT, GLGC_Mc_HDL, GLGC_Mc_TG, UKB_20002_1065_self_reported_hypertension, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage, UKB_50_Standing_height"
ENSRNOG00000013641,TRNSCRPT,ADRNL,8w_F1_M1,Myo7a,MYO7A,ENSG00000137474,chr11,77128264,77215239,0.738776520304599,1.48064376524477,,0.497424680875086,0.826296030130354,,0,""
ENSRNOG00000013663,TRNSCRPT,ADRNL,8w_F1_M1,Tmem86a,TMEM86A,ENSG00000151117,chr11,18693122,18704785,0.328056316343159,0.64506809498174,,0.468704677092027,0.786124347897079,,0,""
ENSRNOG00000013884,TRNSCRPT,ADRNL,8w_F1_M1,Psd3,PSD3,ENSG00000156011,chr8,18527301,19084730,0.56009485831655,1.11973105405005,,0.451387514118719,0.751870040979388,,0,""
ENSRNOG00000014025,TRNSCRPT,ADRNL,8w_F1_M1,Rasgrf1,RASGRF1,ENSG00000058335,chr15,78959947,79090773,0.362810808870019,0.54072108122061,,0.49609229058447,0.684049418298557,,0,""
ENSRNOG00000014084,TRNSCRPT,ADRNL,8w_F-1_M-1,Sp1,SP1,ENSG00000185591,chr12,53380176,53416446,-0.114197066200649,-0.239516092455713,,-0.109073727099067,-0.189525579674597,,6,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Reticulocyte_count, UKB_21001_Body_mass_index_BMI, UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack"
ENSRNOG00000014117,TRNSCRPT,ADRNL,8w_F1_M1,Hmox1,HMOX1,ENSG00000100292,chr22,35380361,35394214,0.659382530522101,0.929036844026647,,0.324863974905475,0.432068041488418,,0,""
ENSRNOG00000014160,TRNSCRPT,ADRNL,8w_F-1_M-1,Tcp1,TCP1,ENSG00000120438,chr6,159778498,159789749,-0.166379548346492,-0.349302707635707,,-0.204165355961468,-0.352421204173669,,0,""
ENSRNOG00000014168,TRNSCRPT,ADRNL,8w_F1_M1,Xylb,XYLB,ENSG00000093217,chr3,38346760,38421348,0.187059790671336,0.376377991384765,,0.134262511140789,0.224595177129319,,2,"pgc.scz2, UKB_20022_Birth_weight"
ENSRNOG00000014193,TRNSCRPT,ADRNL,8w_F1_M1,Lig1,LIG1,ENSG00000105486,chr19,48115445,48170603,0.255523049700813,0.528050383753567,,0.118150793426799,0.203199179574309,,1,UKB_50_Standing_height
ENSRNOG00000014201,TRNSCRPT,ADRNL,8w_F-1_M-1,Manf,MANF,ENSG00000145050,chr3,51385047,51389397,-0.155928752042918,-0.304176905855093,,-0.118591818936735,-0.200251857597188,,8,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Sum_eosinophil_basophil_counts, GIANT_2017_BMI_Active_EUR, GIANT_HEIGHT, UKB_21001_Body_mass_index_BMI, UKB_50_Standing_height, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000014343,TRNSCRPT,ADRNL,8w_F1_M1,Anln,ANLN,ENSG00000011426,chr7,36389806,36453791,0.692476123315555,1.22144141204283,1.22144446565781,0.243436834995838,0.354493218749801,0.354494104986171,0,""
ENSRNOG00000014443,TRNSCRPT,ADRNL,8w_F-1_M-1,Pde5a,PDE5A,ENSG00000138735,chr4,119494395,119628991,-0.411585203230363,-0.787015037217967,,-0.188134259828917,-0.308728259256859,,12,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count, GIANT_HEIGHT, UKB_21001_Body_mass_index_BMI, UKB_50_Standing_height"
ENSRNOG00000014445,TRNSCRPT,ADRNL,8w_F1_M1,Hp1bp3,HP1BP3,ENSG00000127483,chr1,20742661,20787323,0.130484472908502,0.274178616875146,,0.10432179101735,0.181440231670876,,0,""
ENSRNOG00000014453,TRNSCRPT,ADRNL,8w_F-1_M-1,Anxa5,ANXA5,ENSG00000164111,chr4,121667955,121697113,-0.20984622207407,-0.434332267991559,,-0.140189670579523,-0.23921472467625,,2,"GIANT_WHR_Combined_EUR, UKB_50_Standing_height"
ENSRNOG00000014647,TRNSCRPT,ADRNL,8w_F1_M1,Cbfb,CBFB,ENSG00000067955,chr16,67029116,67101058,0.129727520147457,0.273464680573432,,0.237971552035677,0.414649157463538,,6,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, GLGC_Mc_HDL, UKB_20022_Birth_weight, UKB_2395_4_Hair_or_balding_pattern_Pattern_4, UKB_50_Standing_height"
ENSRNOG00000014659,TRNSCRPT,ADRNL,8w_F1_M1,Ebpl,EBPL,ENSG00000123179,chr13,49660723,49691475,0.291326563769927,0.600499527222768,,0.271655359145391,0.464413280243703,,4,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Lymphocyte_counts, GIANT_HEIGHT, UKB_50_Standing_height"
ENSRNOG00000014665,TRNSCRPT,ADRNL,8w_F1_M1,Dhdds,DHDDS,ENSG00000117682,chr1,26432282,26471294,0.109865500978597,0.23194741780252,,0.144128405507613,0.251328766321376,,1,UKB_20002_1473_self_reported_high_cholesterol
ENSRNOG00000014753,TRNSCRPT,ADRNL,8w_F-1_M-1,Tcf7l1,TCF7L1,ENSG00000152284,chr2,85133410,85310388,-0.14947695684441,-0.308307757696124,,-0.233158801111442,-0.399494626183857,,0,""
ENSRNOG00000014797,TRNSCRPT,ADRNL,8w_F1_M1,Tmbim1,TMBIM1,ENSG00000135926,chr2,218274192,218292586,0.279766480231454,0.587627200090177,,0.379390748050176,0.659671460415091,,15,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count, GIANT_HEIGHT, IBD.EUR.Inflammatory_Bowel_Disease, IBD.EUR.Ulcerative_Colitis, UKB_20002_1473_self_reported_high_cholesterol, UKB_50_Standing_height"
ENSRNOG00000014872,TRNSCRPT,ADRNL,8w_F-1_M-1,Sec24d,SEC24D,ENSG00000150961,chr4,118722823,118838683,-0.403531976100239,-0.819798658008449,,-0.274363941251941,-0.467296203496393,,0,""
ENSRNOG00000014875,TRNSCRPT,ADRNL,8w_F-1_M-1,Ash2l,ASH2L,ENSG00000129691,chr8,38105242,38140080,-0.325927746514933,-0.662856841186535,,-0.123776450083923,-0.205895054876947,,0,""
ENSRNOG00000014928,TRNSCRPT,ADRNL,8w_F1_M1,Apba1,APBA1,ENSG00000107282,chr9,69427530,69672306,0.37599754316182,0.728527316350472,,0.93920891442644,1.57157917573706,,0,""
ENSRNOG00000014945,TRNSCRPT,ADRNL,8w_F-1_M-1,Kpna3,KPNA3,ENSG00000102753,chr13,49699307,49792885,-0.225830839585682,-0.474131102135695,,-0.135592405718818,-0.235488576693096,,0,""
ENSRNOG00000014969,TRNSCRPT,ADRNL,8w_F-1_M-1,Lzts2,LZTS2,ENSG00000107816,chr10,100996618,101007682,-0.121907693612433,-0.255427134619385,,-0.162169852227449,-0.281144108840797,,0,""
ENSRNOG00000015220,TRNSCRPT,ADRNL,8w_F1_M1,Crtac1,CRTAC1,ENSG00000095713,chr10,97865000,98030828,0.64535405864128,1.16688790893984,,1.25058699432827,1.8924823215999,,0,""
ENSRNOG00000015308,TRNSCRPT,ADRNL,8w_F1_M1,Pbk,PBK,ENSG00000168078,chr8,27809620,27838095,1.62702663318345,2.79601788076041,,0.393036085185199,0.585739092769512,,1,Astle_et_al_2016_Red_blood_cell_count
ENSRNOG00000015496,TRNSCRPT,ADRNL,8w_F-1_M-1,Tpm4,TPM4,ENSG00000167460,chr19,16067021,16103005,-0.610461578177116,-1.24306077658674,,-0.255877379517568,-0.425898382831649,,0,""
ENSRNOG00000015641,TRNSCRPT,ADRNL,8w_F1_M1,Exoc3l1,EXOC3L1,ENSG00000179044,chr16,67184366,67190204,0.219846685040744,0.447132895884105,,0.278352325700781,0.477253554383561,,4,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_eosinophil_basophil_counts, GLGC_Mc_HDL"
ENSRNOG00000015713,TRNSCRPT,ADRNL,8w_F1_M1,Parva,PARVA,ENSG00000197702,chr11,12377185,12530801,0.0862571532611141,0.18162223669429,,0.212755848628974,0.371046570958505,,0,""
ENSRNOG00000015753,TRNSCRPT,ADRNL,8w_F1_M1,Epn1,EPN1,ENSG00000063245,chr19,55675226,55709858,0.133346506851086,0.28223875401523,,0.124961587937928,0.218270794472142,,1,UKB_1180_Morning_or_evening_person_chronotype
