assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene
transcript-rna-seq	ENSRNOG00000000521	ENSRNOG00000000521	114851	Cdkn1a	CDKN1A	ENSG00000124762
transcript-rna-seq	ENSRNOG00000000522	ENSRNOG00000000522	309650	Cpne5	CPNE5	ENSG00000124772
transcript-rna-seq	ENSRNOG00000000523	ENSRNOG00000000523	309651	Ppil1	PPIL1	ENSG00000137168
transcript-rna-seq	ENSRNOG00000000524	ENSRNOG00000000524	294311	RGD735065	C6orf89	ENSG00000198663
transcript-rna-seq	ENSRNOG00000000525	ENSRNOG00000000525	294312	Pi16	PI16	ENSG00000164530
transcript-rna-seq	ENSRNOG00000000527	ENSRNOG00000000527	294313	Mtch1	MTCH1	ENSG00000137409
transcript-rna-seq	ENSRNOG00000000528	ENSRNOG00000000528	309653	Fgd2	FGD2	ENSG00000146192
transcript-rna-seq	ENSRNOG00000000529	ENSRNOG00000000529	24649	Pim1	PIM1	ENSG00000137193
transcript-rna-seq	ENSRNOG00000000531	ENSRNOG00000000531	689755	Ccdc167	CCDC167	ENSG00000198937
transcript-rna-seq	ENSRNOG00000000532	ENSRNOG00000000532	309656	Cmtr1	CMTR1	ENSG00000137200
transcript-rna-seq	ENSRNOG00000000536	ENSRNOG00000000536	309659	Mdga1	MDGA1	ENSG00000112139
transcript-rna-seq	ENSRNOG00000000540	ENSRNOG00000000540	294318	Btbd9	BTBD9	ENSG00000183826
transcript-rna-seq	ENSRNOG00000000541	ENSRNOG00000000541	294320	Glo1	GLO1	ENSG00000124767
transcript-rna-seq	ENSRNOG00000000542	ENSRNOG00000000542	207117	Dnah8	DNAH8	ENSG00000124721
transcript-rna-seq	ENSRNOG00000000543	ENSRNOG00000000543	79209	Frk	FRK	ENSG00000111816
transcript-rna-seq	ENSRNOG00000000546	ENSRNOG00000000546	294456	Nt5dc1	NT5DC1	ENSG00000178425
transcript-rna-seq	ENSRNOG00000000547	ENSRNOG00000000547	309828	Tspyl4	TSPYL4	ENSG00000187189
transcript-rna-seq	ENSRNOG00000000549	ENSRNOG00000000549	29544	Tspyl1	TSPYL1	ENSG00000189241
transcript-rna-seq	ENSRNOG00000000551	ENSRNOG00000000551	294499	Fam241b	FAM241B	ENSG00000171224
transcript-rna-seq	ENSRNOG00000000552	ENSRNOG00000000552	499431	Col13a1	COL13A1	ENSG00000197467
transcript-rna-seq	ENSRNOG00000000556	ENSRNOG00000000556	294503	Nodal	NODAL	ENSG00000156574
transcript-rna-seq	ENSRNOG00000000557	ENSRNOG00000000557	294504	Ppa1	PPA1	ENSG00000180817
transcript-rna-seq	ENSRNOG00000000557	ENSRNOG00000000557	361842	Sar1a	PPA1	ENSG00000180817
transcript-rna-seq	ENSRNOG00000000559	ENSRNOG00000000559	64107	Npffr1	NPFFR1	ENSG00000148734
transcript-rna-seq	ENSRNOG00000000560	ENSRNOG00000000560	499430	Lrrc20	LRRC20	ENSG00000172731
transcript-rna-seq	ENSRNOG00000000561	ENSRNOG00000000561	294508	Pald1	PALD1	ENSG00000107719
transcript-rna-seq	ENSRNOG00000000562	ENSRNOG00000000562	50669	Prf1	PRF1	ENSG00000180644
transcript-rna-seq	ENSRNOG00000000563	ENSRNOG00000000563	309837	Adamts14	ADAMTS14	ENSG00000138316
transcript-rna-seq	ENSRNOG00000000564	ENSRNOG00000000564	499429	Tbata	TBATA	ENSG00000166220
transcript-rna-seq	ENSRNOG00000000565	ENSRNOG00000000565	286896	Sgpl1	SGPL1	ENSG00000166224
transcript-rna-seq	ENSRNOG00000000566	ENSRNOG00000000566	29700	Pcbd1	PCBD1	ENSG00000166228
transcript-rna-seq	ENSRNOG00000000567	ENSRNOG00000000567	60630	Unc5b	UNC5B	ENSG00000107731
transcript-rna-seq	ENSRNOG00000000568	ENSRNOG00000000568	353307	Slc29a3	SLC29A3	ENSG00000198246
transcript-rna-seq	ENSRNOG00000000569	ENSRNOG00000000569	690899	Vsir		
transcript-rna-seq	ENSRNOG00000000571	ENSRNOG00000000571	25524	Psap	PSAP	ENSG00000197746
transcript-rna-seq	ENSRNOG00000000572	ENSRNOG00000000572	84468	Chst3	CHST3	ENSG00000122863
transcript-rna-seq	ENSRNOG00000000574	ENSRNOG00000000574			COX5B	ENSG00000135940
transcript-rna-seq	ENSRNOG00000000576	ENSRNOG00000000576	100360936	Anapc16	ANAPC16	ENSG00000166295
transcript-rna-seq	ENSRNOG00000000579	ENSRNOG00000000579	25603	Marcks	MARCKS	ENSG00000277443
transcript-rna-seq	ENSRNOG00000000580	ENSRNOG00000000580	499445	Calhm4	CALHM4	ENSG00000164451
transcript-rna-seq	ENSRNOG00000000581	ENSRNOG00000000581	361859	Cdc40	CDC40	ENSG00000168438
transcript-rna-seq	ENSRNOG00000000582	ENSRNOG00000000582	685325	Ddo	DDO	ENSG00000203797
transcript-rna-seq	ENSRNOG00000000583	ENSRNOG00000000583	309804	Cdk19	CDK19	ENSG00000155111
transcript-rna-seq	ENSRNOG00000000585	ENSRNOG00000000585	81640	Amd1	AMD1	ENSG00000123505
transcript-rna-seq	ENSRNOG00000000586	ENSRNOG00000000586	361858	Gtf3c6	GTF3C6	ENSG00000155115
transcript-rna-seq	ENSRNOG00000000587	ENSRNOG00000000587	294436	Rpf2	RPF2	ENSG00000197498
transcript-rna-seq	ENSRNOG00000000588	ENSRNOG00000000588	170566	Slc16a10	SLC16A10	ENSG00000112394
transcript-rna-seq	ENSRNOG00000000589	ENSRNOG00000000589	309809	RGD1310495	MFSD4B	ENSG00000173214
transcript-rna-seq	ENSRNOG00000000590	ENSRNOG00000000590	337920	Naglt1	MFSD4B	ENSG00000173214
transcript-rna-seq	ENSRNOG00000000593	ENSRNOG00000000593	309812	Rev3l	REV3L	ENSG00000009413
transcript-rna-seq	ENSRNOG00000000595	ENSRNOG00000000595	361857	Traf3ip2	TRAF3IP2	ENSG00000056972
transcript-rna-seq	ENSRNOG00000000596	ENSRNOG00000000596	25150	Fyn	FYN	ENSG00000010810
transcript-rna-seq	ENSRNOG00000000597	ENSRNOG00000000597	499461	Ccn6	CCN6	ENSG00000112761
transcript-rna-seq	ENSRNOG00000000598	ENSRNOG00000000598	361856	Tube1	TUBE1	ENSG00000074935
transcript-rna-seq	ENSRNOG00000000599	ENSRNOG00000000599	309816	Lama4	LAMA4	ENSG00000112769
transcript-rna-seq	ENSRNOG00000000604	ENSRNOG00000000604	84577	Hdac2	HDAC2	ENSG00000196591
transcript-rna-seq	ENSRNOG00000000605	ENSRNOG00000000605	294449	Hs3st5	HS3ST5	ENSG00000249853
transcript-rna-seq	ENSRNOG00000000606	ENSRNOG00000000606	690865	Pcdh15	PCDH15	ENSG00000150275
transcript-rna-seq	ENSRNOG00000000607	ENSRNOG00000000607	502418	RGD1559903	JPT2	ENSG00000206053
transcript-rna-seq	ENSRNOG00000000609	ENSRNOG00000000609	171458	Ipmk	IPMK	ENSG00000151151
transcript-rna-seq	ENSRNOG00000000610	ENSRNOG00000000610	294362	Cisd1	CISD1	ENSG00000122873
transcript-rna-seq	ENSRNOG00000000611	ENSRNOG00000000611	361831	Ube2d1	UBE2D1	ENSG00000072401
transcript-rna-seq	ENSRNOG00000000613	ENSRNOG00000000613	83474	Tfam	TFAM	ENSG00000108064
transcript-rna-seq	ENSRNOG00000000614	ENSRNOG00000000614	361832	Bicc1	BICC1	ENSG00000122870
transcript-rna-seq	ENSRNOG00000000618	ENSRNOG00000000618	314180	Mdga2	MDGA2	ENSG00000139915
transcript-rna-seq	ENSRNOG00000000620	ENSRNOG00000000620				
transcript-rna-seq	ENSRNOG00000000622	ENSRNOG00000000622	690660	Hint1	HINT1	ENSG00000169567
transcript-rna-seq	ENSRNOG00000000630	ENSRNOG00000000630			AC069257.3	ENSG00000272741
transcript-rna-seq	ENSRNOG00000000630	ENSRNOG00000000630			TCTEX1D2	ENSG00000213123
transcript-rna-seq	ENSRNOG00000000632	ENSRNOG00000000632	54237	Cdk1	CDK1	ENSG00000170312
transcript-rna-seq	ENSRNOG00000000633	ENSRNOG00000000633	309722	Rhobtb1	RHOBTB1	ENSG00000072422
transcript-rna-seq	ENSRNOG00000000634	ENSRNOG00000000634	361834	Cabcoco1	CABCOCO1	ENSG00000183346
transcript-rna-seq	ENSRNOG00000000635	ENSRNOG00000000635	309728	Arid5b		
transcript-rna-seq	ENSRNOG00000000636	ENSRNOG00000000636	309729	Rtkn2	RTKN2	ENSG00000182010
transcript-rna-seq	ENSRNOG00000000638	ENSRNOG00000000638	499425	Zfp365	ZNF365	ENSG00000138311
transcript-rna-seq	ENSRNOG00000000639	ENSRNOG00000000639	309732	Ado		
transcript-rna-seq	ENSRNOG00000000640	ENSRNOG00000000640	114090	Egr2	EGR2	ENSG00000122877
transcript-rna-seq	ENSRNOG00000000641	ENSRNOG00000000641	58839	Nrbf2	NRBF2	ENSG00000148572
transcript-rna-seq	ENSRNOG00000000641	ENSRNOG00000000641	100363472	LOC100363472	NRBF2	ENSG00000148572
transcript-rna-seq	ENSRNOG00000000645	ENSRNOG00000000645	294375	Reep3	REEP3	ENSG00000165476
transcript-rna-seq	ENSRNOG00000000648	ENSRNOG00000000648	171120	Jmjd1c	JMJD1C	ENSG00000171988
transcript-rna-seq	ENSRNOG00000000650	ENSRNOG00000000650				
transcript-rna-seq	ENSRNOG00000000653	ENSRNOG00000000653	60349	Nr5a2	NR5A2	ENSG00000116833
transcript-rna-seq	ENSRNOG00000000655	ENSRNOG00000000655	24699	Ptprc	PTPRC	ENSG00000081237
transcript-rna-seq	ENSRNOG00000000657	ENSRNOG00000000657	360850	Nek7	NEK7	ENSG00000151414
transcript-rna-seq	ENSRNOG00000000658	ENSRNOG00000000658	116719	Acacb	ACACB	ENSG00000076555
transcript-rna-seq	ENSRNOG00000000661	ENSRNOG00000000661	304555	Hps4	HPS4	ENSG00000100099
transcript-rna-seq	ENSRNOG00000000662	ENSRNOG00000000662	288717	Srrd	SRRD	ENSG00000100104
transcript-rna-seq	ENSRNOG00000000663	ENSRNOG00000000663	288718	Tfip11	TFIP11	ENSG00000100109
transcript-rna-seq	ENSRNOG00000000664	ENSRNOG00000000664	288719	Tpst2	TPST2	ENSG00000128294
transcript-rna-seq	ENSRNOG00000000665	ENSRNOG00000000665	114561	Pitpnb	PITPNB	ENSG00000180957
transcript-rna-seq	ENSRNOG00000000691	ENSRNOG00000000691	288736	Foxn4	FOXN4	ENSG00000139445
transcript-rna-seq	ENSRNOG00000000692	ENSRNOG00000000692	304577	Ung	UNG	ENSG00000076248
transcript-rna-seq	ENSRNOG00000000693	ENSRNOG00000000693	171442	Svop	SVOP	ENSG00000166111
transcript-rna-seq	ENSRNOG00000000695	ENSRNOG00000000695	304580	Ssh1	SSH1	ENSG00000084112
transcript-rna-seq	ENSRNOG00000000697	ENSRNOG00000000697	501841	Coro1c	CORO1C	ENSG00000110880
transcript-rna-seq	ENSRNOG00000000699	ENSRNOG00000000699	363930	Selplg	SELPLG	ENSG00000110876
transcript-rna-seq	ENSRNOG00000000700	ENSRNOG00000000700	304581	Tmem119	TMEM119	ENSG00000183160
transcript-rna-seq	ENSRNOG00000000701	ENSRNOG00000000701	288740	Iscu	ISCU	ENSG00000136003
transcript-rna-seq	ENSRNOG00000000702	ENSRNOG00000000702	304582	Sart3	SART3	ENSG00000075856
transcript-rna-seq	ENSRNOG00000000704	ENSRNOG00000000704	60669	Cmklr1	CMKLR1	ENSG00000174600
transcript-rna-seq	ENSRNOG00000000708	ENSRNOG00000000708	288743	Sgsm1	SGSM1	ENSG00000167037
transcript-rna-seq	ENSRNOG00000000713	ENSRNOG00000000713				
transcript-rna-seq	ENSRNOG00000000715	ENSRNOG00000000715	25517	Pou1f1	POU1F1	ENSG00000064835
transcript-rna-seq	ENSRNOG00000000716	ENSRNOG00000000716	60448	Htr1f	HTR1F	ENSG00000179097
transcript-rna-seq	ENSRNOG00000000718	ENSRNOG00000000718	288353	Cggbp1	CGGBP1	ENSG00000163320
transcript-rna-seq	ENSRNOG00000000720	ENSRNOG00000000720	304176	MGC95208	C3orf38	ENSG00000179021
transcript-rna-seq	ENSRNOG00000000723	ENSRNOG00000000723	309607	RT1-CE5		
transcript-rna-seq	ENSRNOG00000000726	ENSRNOG00000000726	294138	Olr1671	OR2J1	ENSG00000204702
transcript-rna-seq	ENSRNOG00000000726	ENSRNOG00000000726	294138	Olr1671	OR2J3	ENSG00000204701
transcript-rna-seq	ENSRNOG00000000726	ENSRNOG00000000726	294138	Olr1671	OR2J2	ENSG00000204700
transcript-rna-seq	ENSRNOG00000000728	ENSRNOG00000000728	294141	Clic2	CLIC2	ENSG00000155962
transcript-rna-seq	ENSRNOG00000000729	ENSRNOG00000000729	170898	Tmlhe	TMLHE	ENSG00000185973
transcript-rna-seq	ENSRNOG00000000746	ENSRNOG00000000746	294159	Olr1695		
transcript-rna-seq	ENSRNOG00000000747	ENSRNOG00000000747	406008	Olr1694		
transcript-rna-seq	ENSRNOG00000000748	ENSRNOG00000000748				
transcript-rna-seq	ENSRNOG00000000749	ENSRNOG00000000749	365523	Olr1693	OR14J1	ENSG00000204695
transcript-rna-seq	ENSRNOG00000000759	ENSRNOG00000000759	294187	Olr1730	OR5V1	ENSG00000243729
transcript-rna-seq	ENSRNOG00000000759	ENSRNOG00000000759	408031	Olr1869	OR5V1	ENSG00000243729
transcript-rna-seq	ENSRNOG00000000763	ENSRNOG00000000763	24747	RT1-M3-1		
transcript-rna-seq	ENSRNOG00000000765	ENSRNOG00000000765	294197	Olr1743	OR11A1	ENSG00000204694
transcript-rna-seq	ENSRNOG00000000767	ENSRNOG00000000767				
transcript-rna-seq	ENSRNOG00000000768	ENSRNOG00000000768	29168	Ubd	UBD	ENSG00000213886
transcript-rna-seq	ENSRNOG00000000774	ENSRNOG00000000774	81657	Gabbr1	GABBR1	ENSG00000204681
transcript-rna-seq	ENSRNOG00000000775	ENSRNOG00000000775	24558	Mog	MOG	ENSG00000204655
transcript-rna-seq	ENSRNOG00000000777	ENSRNOG00000000777	294228	RT1-S3		
transcript-rna-seq	ENSRNOG00000000778	ENSRNOG00000000778	499401	Znrd1as1		
transcript-rna-seq	ENSRNOG00000000779	ENSRNOG00000000779	361784	Znrd1	ZNRD1	ENSG00000066379
transcript-rna-seq	ENSRNOG00000000780	ENSRNOG00000000780	294207	Ppp1r11	PPP1R11	ENSG00000204619
transcript-rna-seq	ENSRNOG00000000781	ENSRNOG00000000781	171387	Rnf39	RNF39	ENSG00000204618
transcript-rna-seq	ENSRNOG00000000782	ENSRNOG00000000782	294210	Trim10	TRIM10	ENSG00000204613
transcript-rna-seq	ENSRNOG00000000783	ENSRNOG00000000783	365528	Trim40	TRIM40	ENSG00000204614
transcript-rna-seq	ENSRNOG00000000785	ENSRNOG00000000785	309591	Trim39	TRIM39	ENSG00000204599
transcript-rna-seq	ENSRNOG00000000786	ENSRNOG00000000786	406230	Rpp21	RPP21	ENSG00000241370
transcript-rna-seq	ENSRNOG00000000787	ENSRNOG00000000787	100909797	LOC100909797		
transcript-rna-seq	ENSRNOG00000000795	ENSRNOG00000000795	24750	RT1-N3		
transcript-rna-seq	ENSRNOG00000000796	ENSRNOG00000000796	294429	Ranbp2	RANBP2	ENSG00000153201
transcript-rna-seq	ENSRNOG00000000798	ENSRNOG00000000798	309593	Gnl1	GNL1	ENSG00000204590
transcript-rna-seq	ENSRNOG00000000799	ENSRNOG00000000799	85493	Abcf1	ABCF1	ENSG00000204574
transcript-rna-seq	ENSRNOG00000000800	ENSRNOG00000000800	294410	Man1a1	MAN1A1	ENSG00000111885
transcript-rna-seq	ENSRNOG00000000801	ENSRNOG00000000801	309790	Msl3l2		
transcript-rna-seq	ENSRNOG00000000802	ENSRNOG00000000802	100359595	Tbc1d32	TBC1D32	ENSG00000146350
transcript-rna-seq	ENSRNOG00000000804	ENSRNOG00000000804	294230	Mrps18b	MRPS18B	ENSG00000204568
transcript-rna-seq	ENSRNOG00000000805	ENSRNOG00000000805	24392	Gja1	GJA1	ENSG00000152661
transcript-rna-seq	ENSRNOG00000000808	ENSRNOG00000000808	64441	Hsf2	HSF2	ENSG00000025156
transcript-rna-seq	ENSRNOG00000000809	ENSRNOG00000000809	361789	Atat1	ATAT1	ENSG00000137343
transcript-rna-seq	ENSRNOG00000000811	ENSRNOG00000000811	24678	Pkib	PKIB	ENSG00000135549
transcript-rna-seq	ENSRNOG00000000812	ENSRNOG00000000812	294231	RGD1302996	C6orf136	ENSG00000204564
transcript-rna-seq	ENSRNOG00000000814	ENSRNOG00000000814	80841	Fabp7	FABP7	ENSG00000164434
transcript-rna-seq	ENSRNOG00000000815	ENSRNOG00000000815	294422	Smpdl3a	SMPDL3A	ENSG00000172594
transcript-rna-seq	ENSRNOG00000000816	ENSRNOG00000000816	361790	Ppp1r18	PPP1R18	ENSG00000146112
transcript-rna-seq	ENSRNOG00000000818	ENSRNOG00000000818	361791	Nrm	NRM	ENSG00000137404
transcript-rna-seq	ENSRNOG00000000823	ENSRNOG00000000823	309798	Gcc2	GCC2	ENSG00000135968
transcript-rna-seq	ENSRNOG00000000824	ENSRNOG00000000824	365583	Dse	DSE	ENSG00000111817
transcript-rna-seq	ENSRNOG00000000824	ENSRNOG00000000824	365583	Dse	Z84488.1	ENSG00000285446
transcript-rna-seq	ENSRNOG00000000825	ENSRNOG00000000825	294431	Calhm5	CALHM5	ENSG00000178033
transcript-rna-seq	ENSRNOG00000000826	ENSRNOG00000000826	64665	Flot1	FLOT1	ENSG00000137312
transcript-rna-seq	ENSRNOG00000000827	ENSRNOG00000000827	294235	Ier3	IER3	ENSG00000137331
transcript-rna-seq	ENSRNOG00000000831	ENSRNOG00000000831	294236	Gtf2h4	GTF2H4	ENSG00000213780
transcript-rna-seq	ENSRNOG00000000833	ENSRNOG00000000833	309596	Vars2	VARS2	ENSG00000137411
transcript-rna-seq	ENSRNOG00000000836	ENSRNOG00000000836	103694381	LOC103694381	LTB	ENSG00000227507
transcript-rna-seq	ENSRNOG00000000837	ENSRNOG00000000837	103694380	LOC103694380	TNF	ENSG00000232810
transcript-rna-seq	ENSRNOG00000000838	ENSRNOG00000000838	25008	Lta	LTA	ENSG00000226979
transcript-rna-seq	ENSRNOG00000000839	ENSRNOG00000000839	361794	Nfkbil1	NFKBIL1	ENSG00000204498
transcript-rna-seq	ENSRNOG00000000840	ENSRNOG00000000840	368044	Atp6v1g2	ATP6V1G2	ENSG00000213760
transcript-rna-seq	ENSRNOG00000000841	ENSRNOG00000000841	114612	Ddx39b	DDX39B	ENSG00000198563
transcript-rna-seq	ENSRNOG00000000842	ENSRNOG00000000842	294239	Ddah2	DDAH2	ENSG00000213722
transcript-rna-seq	ENSRNOG00000000843	ENSRNOG00000000843	294241	Ly6g6c	LY6G6C	ENSG00000204421
transcript-rna-seq	ENSRNOG00000000844	ENSRNOG00000000844	415062	Ly6g6d	LY6G6D	ENSG00000244355
transcript-rna-seq	ENSRNOG00000000846	ENSRNOG00000000846	294245	Ly6g5c	LY6G5C	ENSG00000204428
transcript-rna-seq	ENSRNOG00000000847	ENSRNOG00000000847	81650	Csnk2b	CSNK2B	ENSG00000204435
transcript-rna-seq	ENSRNOG00000000848	ENSRNOG00000000848	415064	Gpank1	GPANK1	ENSG00000204438
transcript-rna-seq	ENSRNOG00000000850	ENSRNOG00000000850	55939	Apom	APOM	ENSG00000204444
transcript-rna-seq	ENSRNOG00000000851	ENSRNOG00000000851	94342	Bag6	BAG6	ENSG00000204463
transcript-rna-seq	ENSRNOG00000000852	ENSRNOG00000000852	294250	Prrc2a	PRRC2A	ENSG00000204469
transcript-rna-seq	ENSRNOG00000000853	ENSRNOG00000000853	29427	Aif1	AIF1	ENSG00000204472
transcript-rna-seq	ENSRNOG00000000854	ENSRNOG00000000854	294251	Ncr3	NCR3	ENSG00000204475
transcript-rna-seq	ENSRNOG00000000855	ENSRNOG00000000855	64569	Lst1	LST1	ENSG00000204482
transcript-rna-seq	ENSRNOG00000000857	ENSRNOG00000000857	294252	Msh5	MSH5	ENSG00000204410
transcript-rna-seq	ENSRNOG00000000857	ENSRNOG00000000857	294252	Msh5	MSH5-SAPCD1	ENSG00000255152
transcript-rna-seq	ENSRNOG00000000858	ENSRNOG00000000858	406170	Sapcd1	SAPCD1	ENSG00000228727
transcript-rna-seq	ENSRNOG00000000860	ENSRNOG00000000860	309611	Vwa7	VWA7	ENSG00000204396
transcript-rna-seq	ENSRNOG00000000861	ENSRNOG00000000861	367944	Zic3	ZIC3	ENSG00000156925
transcript-rna-seq	ENSRNOG00000000866	ENSRNOG00000000866	302855	Rbmx	RBMX	ENSG00000147274
transcript-rna-seq	ENSRNOG00000000866	ENSRNOG00000000866	302855	Rbmx	RBMXL1	ENSG00000213516
transcript-rna-seq	ENSRNOG00000000867	ENSRNOG00000000867	25009	Vars1	VARS1	ENSG00000204394
transcript-rna-seq	ENSRNOG00000000869	ENSRNOG00000000869	363509	Arhgef6	ARHGEF6	ENSG00000129675
transcript-rna-seq	ENSRNOG00000000871	ENSRNOG00000000871	84349	Cd40lg	CD40LG	ENSG00000102245
transcript-rna-seq	ENSRNOG00000000873	ENSRNOG00000000873	260319	Brs3	BRS3	ENSG00000102239
transcript-rna-seq	ENSRNOG00000000875	ENSRNOG00000000875	25177	Fhl1	FHL1	ENSG00000022267
transcript-rna-seq	ENSRNOG00000000878	ENSRNOG00000000878	294255	Slc44a4	SLC44A4	ENSG00000204385
transcript-rna-seq	ENSRNOG00000000879	ENSRNOG00000000879	302863	Slc9a6	SLC9A6	ENSG00000198689
transcript-rna-seq	ENSRNOG00000000881	ENSRNOG00000000881	302864	Mmgt1	MMGT1	ENSG00000169446
transcript-rna-seq	ENSRNOG00000000885	ENSRNOG00000000885	100362819	LOC100362819	AUTS2	ENSG00000158321
transcript-rna-seq	ENSRNOG00000000886	ENSRNOG00000000886	363909	Caln1	CALN1	ENSG00000183166
transcript-rna-seq	ENSRNOG00000000887	ENSRNOG00000000887				
transcript-rna-seq	ENSRNOG00000000888	ENSRNOG00000000888	288615	Sbds	SBDS	ENSG00000126524
transcript-rna-seq	ENSRNOG00000000889	ENSRNOG00000000889			RALBP1	ENSG00000017797
transcript-rna-seq	ENSRNOG00000000891	ENSRNOG00000000891				
transcript-rna-seq	ENSRNOG00000000893	ENSRNOG00000000893	288616	Tmem248	TMEM248	ENSG00000106609
transcript-rna-seq	ENSRNOG00000000894	ENSRNOG00000000894	304244	Fry	FRY	ENSG00000073910
transcript-rna-seq	ENSRNOG00000000895	ENSRNOG00000000895	360797	Rabgef1	RABGEF1	ENSG00000154710
transcript-rna-seq	ENSRNOG00000000896	ENSRNOG00000000896			TPT1	ENSG00000133112
transcript-rna-seq	ENSRNOG00000000897	ENSRNOG00000000897	363866	Rxfp2	RXFP2	ENSG00000133105
transcript-rna-seq	ENSRNOG00000000900	ENSRNOG00000000900	288617	Tpst1	TPST1	ENSG00000169902
transcript-rna-seq	ENSRNOG00000000901	ENSRNOG00000000901	114205	Crcp	CRCP	ENSG00000241258
transcript-rna-seq	ENSRNOG00000000902	ENSRNOG00000000902	288444	Hsph1	HSPH1	ENSG00000120694
transcript-rna-seq	ENSRNOG00000000903	ENSRNOG00000000903	59085	Asl	ASL	ENSG00000126522
transcript-rna-seq	ENSRNOG00000000903	ENSRNOG00000000903	59085	Asl	AC068533.4	ENSG00000249319
transcript-rna-seq	ENSRNOG00000000904	ENSRNOG00000000904	100361588	Wdr95		
transcript-rna-seq	ENSRNOG00000000905	ENSRNOG00000000905	498133	Tex26	TEX26	ENSG00000175664
transcript-rna-seq	ENSRNOG00000000906	ENSRNOG00000000906	360757	Medag	MEDAG	ENSG00000102802
transcript-rna-seq	ENSRNOG00000000907	ENSRNOG00000000907	29624	Alox5ap	ALOX5AP	ENSG00000132965
transcript-rna-seq	ENSRNOG00000000909	ENSRNOG00000000909	288447	Uspl1	USPL1	ENSG00000132952
transcript-rna-seq	ENSRNOG00000000913	ENSRNOG00000000913	24434	Gusb	GUSB	ENSG00000169919
transcript-rna-seq	ENSRNOG00000000916	ENSRNOG00000000916	288449	Katnal1	KATNAL1	ENSG00000102781
transcript-rna-seq	ENSRNOG00000000916	ENSRNOG00000000916	100910196	LOC100910196	KATNAL1	ENSG00000102781
transcript-rna-seq	ENSRNOG00000000916	ENSRNOG00000000916	103690050	LOC103690050	KATNAL1	ENSG00000102781
transcript-rna-seq	ENSRNOG00000000917	ENSRNOG00000000917	360799	Nupr2	NUPR2	ENSG00000185290
transcript-rna-seq	ENSRNOG00000000918	ENSRNOG00000000918	288622	Zbed5	ZBED9	ENSG00000232040
transcript-rna-seq	ENSRNOG00000000920	ENSRNOG00000000920	29353	Phkg1	PHKG1	ENSG00000164776
transcript-rna-seq	ENSRNOG00000000921	ENSRNOG00000000921	363869	Ubl3	UBL3	ENSG00000122042
transcript-rna-seq	ENSRNOG00000000922	ENSRNOG00000000922	360800	Sumf2		
transcript-rna-seq	ENSRNOG00000000923	ENSRNOG00000000923	288620	Cct6a	CCT6A	ENSG00000146731
transcript-rna-seq	ENSRNOG00000000924	ENSRNOG00000000924	25648	Slc7a1	SLC7A1	ENSG00000139514
transcript-rna-seq	ENSRNOG00000000925	ENSRNOG00000000925	304429	Psph	PSPH	ENSG00000146733
transcript-rna-seq	ENSRNOG00000000926	ENSRNOG00000000926	288621	Mrps17	AC092647.5	ENSG00000249773
transcript-rna-seq	ENSRNOG00000000926	ENSRNOG00000000926	288621	Mrps17	MRPS17	ENSG00000239789
transcript-rna-seq	ENSRNOG00000000931	ENSRNOG00000000931	304431	Sfswap	SFSWAP	ENSG00000061936
transcript-rna-seq	ENSRNOG00000000934	ENSRNOG00000000934	363912	Piwil1	PIWIL1	ENSG00000125207
transcript-rna-seq	ENSRNOG00000000936	ENSRNOG00000000936	25130	Stx2	STX2	ENSG00000111450
transcript-rna-seq	ENSRNOG00000000937	ENSRNOG00000000937	288454	Slc46a3	SLC46A3	ENSG00000139508
transcript-rna-seq	ENSRNOG00000000938	ENSRNOG00000000938	84509	Ran		
transcript-rna-seq	ENSRNOG00000000940	ENSRNOG00000000940	54251	Flt1	FLT1	ENSG00000102755
transcript-rna-seq	ENSRNOG00000000942	ENSRNOG00000000942	360760	Pan3	PAN3	ENSG00000152520
transcript-rna-seq	ENSRNOG00000000943	ENSRNOG00000000943				
transcript-rna-seq	ENSRNOG00000000952	ENSRNOG00000000952	288457	Gsx1	GSX1	ENSG00000169840
transcript-rna-seq	ENSRNOG00000000954	ENSRNOG00000000954	360762	Polr1d		
transcript-rna-seq	ENSRNOG00000000955	ENSRNOG00000000955	360761	Lnx2	LNX2	ENSG00000139517
transcript-rna-seq	ENSRNOG00000000956	ENSRNOG00000000956	304268	Rasl11a	RASL11A	ENSG00000122035
transcript-rna-seq	ENSRNOG00000000957	ENSRNOG00000000957	79449	Rpl21		
transcript-rna-seq	ENSRNOG00000000958	ENSRNOG00000000958				
transcript-rna-seq	ENSRNOG00000000961	ENSRNOG00000000961	304445	Glt1d1	GLT1D1	ENSG00000151948
transcript-rna-seq	ENSRNOG00000000962	ENSRNOG00000000962	246280	Slc15a4	SLC15A4	ENSG00000139370
transcript-rna-seq	ENSRNOG00000000963	ENSRNOG00000000963	363915	Tmem132c	TMEM132C	ENSG00000181234
transcript-rna-seq	ENSRNOG00000000964	ENSRNOG00000000964	689484	Frg1l1		
transcript-rna-seq	ENSRNOG00000000967	ENSRNOG00000000967	65984	Aacs	AACS	ENSG00000081760
transcript-rna-seq	ENSRNOG00000000968	ENSRNOG00000000968	304271	Rnf6	RNF6	ENSG00000127870
transcript-rna-seq	ENSRNOG00000000969	ENSRNOG00000000969	252931	Cyp3a18	CYP3A5	ENSG00000106258
