RAT_SYMBOL	NAME	RAT_GENE_RGD_ID	RAT_NCBI_GENE_ID	RAT_ENSEMBL_ID	RAT_UNIPROT_ID	RAT_OLD_SYMBOL	HUMAN_ORTHOLOG_SYMBOL	HUMAN_ORTHOLOG_RGD	HUMAN_ORTHOLOG_NCBI_GENE_ID	HUMAN_ORTHOLOG_ENSEMBL_ID	HUMAN_ORTHOLOG_SOURCE
Ttc34	tetratricopeptide repeat domain 34	1304840	366517	ENSRNOG00000024526	D3ZC99	LOC102550274;LOC366517;RGD1304840	TTC34	2293894	100287898	ENSG00000275571.2	HGNC
Timm23	translocase of inner mitochondrial membrane 23	3863	54312	ENSRNOG00000019811	O35093	MGC93478	TIMM23	732380	100287932	ENSG00000265354.4	RGD
Sdr42e2	short chain dehydrogenase/reductase family 42E, member 2	6504299	100910280	NA	NA	LOC308956	SDR42E2	5688458	100288072	ENSG00000183921.8	HGNC
Foxl3	forkhead box L3	1594158	680273	ENSRNOG00000039296	F1LWK1	LOC680273	FOXL3-OT1	14995959	100288524	NA	HGNC
Dux4	double homeobox 4	1311053	306226	ENSRNOG00000025408	A0A0G2KA13;D3ZTT0	Duxbl;Duxbl1;LOC306226;RGD1311053	DUX4	8663052	100288687	ENSG00000260596.5	HGNC
Dux4	double homeobox 4	1311053	306226	ENSRNOG00000025408	A0A0G2KA13;D3ZTT0	Duxbl;Duxbl1;LOC306226;RGD1311053	DUX4	8663052	100288687	ENSG00000283949.2	HGNC
Tmem239	transmembrane 239	1592450	100365450	ENSRNOG00000047004	M0R5Z9	LOC100365450;LOC688109	TMEM239	5488169	100288797	ENSG00000198326.10	HGNC
Cldn34a	claudin 34A	1594343	503435	ENSRNOG00000024350	D4AAN7	LOC503435	CLDN34	9837188	100288814	ENSG00000234469.4	HGNC
Moxd2	monooxygenase, DBH-like 2	1564286	500092	ENSRNOG00000012916	D3Z830	LOC500092;RGD1564286	MOXD2P	1641965	100289017	NA	HGNC
Fam95c	family with sequence similarity 95 member C	9147085	103690053	ENSRNOG00000050332	M0RBJ4	LOC103690053	FAM95C	7242150	100289137	ENSG00000283486.2	HGNC
Defb5	defensin beta 5	1563630	641624	ENSRNOG00000038126	Q32ZI3	BD-5	DEFB4B	1625102	100289462	ENSG00000177257.3	HGNC
Defb5	defensin beta 5	1563630	641624	ENSRNOG00000038126	Q32ZI3	BD-5	DEFB4B	1625102	100289462	ENSG00000275444.2	HGNC
Defb5	defensin beta 5	1563630	641624	ENSRNOG00000038126	Q32ZI3	BD-5	DEFB4B	1625102	100289462	ENSG00000285433.2	HGNC
Zfp605	zinc finger protein 605	2318406	100365779	ENSRNOG00000037428	F1M278	LOC100365779;LOC100909512	ZNF605	1353121	100289635	ENSG00000196458.11	HGNC
Cdh5	cadherin 5	1307370	307618	ENSRNOG00000013324	A0A0G2K0I6;F1M7E5	LOC307618	CDH5	1316530	1003	ENSG00000179776.19	HGNC
Mir3585	microRNA 3585	4888578	100526600	ENSRNOG00000057982	NA	rno-mir-3585	MIR513C	2974685	100302114	ENSG00000216171.1	HGNC
Mir1912	microRNA 1912	4888584	100526592	ENSRNOG00000046748	NA	rno-mir-1912	MIR1912	2312975	100302144	ENSG00000222321.1	HGNC
Mir1249	microRNA 1249	4888573	100526607	ENSRNOG00000041492	NA	rno-mir-1249	MIR1249	2312970	100302149	ENSG00000221598.3	HGNC
Mir1306	microRNA 1306	7489022	102465144	ENSRNOG00000041554	NA	rno-mir-1306	MIR1306	2312937	100302197	ENSG00000284464.1	HGNC
Ftx	FTX transcript, XIST regulator	1564124	302873	NA	NA	LOC302873;RGD1564124	FTX	2312697	100302692	ENSG00000230590.12	HGNC
Zfp866	zinc finger protein 866	2318899	100362083	ENSRNOG00000042580	F1LU95	LOC100362083	ZNF861P	2312695	100302737	NA	HGNC
Zeb2-as1	ZEB2 antisense RNA 1	9273023	103691779	NA	NA	LOC103691779;Zeb2os	ZEB2-AS1	2800586	100303491	ENSG00000238057.10	HGNC
Ankrd61	ankyrin repeat domain 61	1586393	689907	ENSRNOG00000001048	A0A0U1RRX9;Q641X1	LOC689907	ANKRD61	7111868	100310846	ENSG00000157999.6	HGNC
Mir764	microRNA 764	2325352	100314274	ENSRNOG00000040427	NA	rno-mir-764	MIR764	3497329	100313838	ENSG00000212100.2	HGNC
Mir711	microRNA 711	2325468	100314143	ENSRNOG00000036531	NA	rno-mir-711	MIR711	3497324	100313843	ENSG00000284251.1	HGNC
Mir761	microRNA 761	2325411	100314211	ENSRNOG00000040424	NA	rno-mir-761	MIR761	3497320	100313892	ENSG00000283899.1	HGNC
Mir449c	microRNA 449c	4888547	100526629	ENSRNOG00000036435	NA	rno-mir-449c	MIR449C	3476300	100313923	ENSG00000251856.1	HGNC
Sap25	Sin3A-associated protein 25	1562406	288559	ENSRNOG00000051023	A0A096MJ63;A0A096MJE1;A0A0G2K3L6	LOC288559;RGD1562406	SAP25	5132311	100316904	ENSG00000205307.12	HGNC
Trpc5os	TRPC5 opposite strand	6503255	100909489	ENSRNOG00000039233	D3ZIW9	LOC100909489	TRPC5OS	5144676	100329135	ENSG00000204025.8	HGNC
Trpc5os	TRPC5 opposite strand	6503255	100909489	ENSRNOG00000064383	D3ZIW9	LOC100909489	TRPC5OS	5144676	100329135	ENSG00000204025.8	HGNC
Chaf1a	chromatin assembly factor 1 subunit A	1590865	363333	ENSRNOG00000046479	M0R3S3	LOC363333	CHAF1A	1353205	10036	ENSG00000167670.16	HGNC
Parp2	poly (ADP-ribose) polymerase 2	1310568	290027	ENSRNOG00000008892	B1WC20;G3V749	Adprtl2;LOC290027	PARP2	1602134	10038	ENSG00000129484.14	HGNC
Tmprss11c	transmembrane protease, serine 11C	1302967	408213	ENSRNOG00000033910	Q6IE15	Hatl3	TMPRSS11CP	3340240	100381178	NA	RGD
Zbed6	zinc finger, BED-type containing 6	9238526	103693666	NA	NA	LOC100909876;LOC685209	ZBED6	3322020	100381270	ENSG00000257315.3	HGNC
Parp3	poly (ADP-ribose) polymerase family, member 3	1305189	300985	ENSRNOG00000012865	Q5U2U3	Adprtl3;LOC300985;MGC94593	PARP3	1604647	10039	ENSG00000041880.15	HGNC
Cdh6	cadherin 6	2322	25409	ENSRNOG00000013535	F1LQP8;P55280	KCAD	CDH6	735712	1004	ENSG00000113361.13	HGNC
Tom1l1	target of myb1 like 1 membrane trafficking protein	1562626	287622	ENSRNOG00000002474	A0A0H2UHB0;B5DFM1;F1LM81	LOC287622;RGD1562626;Srcasm	TOM1L1	1351961	10040	ENSG00000141198.16	HGNC
Hmgxb4	HMG-box containing 4	1305783	307667	ENSRNOG00000013878	D4A2N0	Hmg2l1;Hmgb2l1;LOC307667	HMGXB4	1314021	10042	ENSG00000100281.14	HGNC
Mir509	microRNA 509	7489026	102465143	ENSRNOG00000054747	NA	rno-mir-509	MIR514B	4109060	100422847	ENSG00000252583.2	HGNC
Mir3120	microRNA 3120	4888566	100526611	ENSRNOG00000035513	NA	rno-mir-3120	MIR3120	4109026	100422882	ENSG00000283152.1	HGNC
Igll1	immunoglobulin lambda-like polypeptide 1	2321140	100360919	ENSRNOG00000025990	F1MAM7	LOC100360919	IGLL5	3362168	100423062	ENSG00000254709.8	HGNC
Tom1	target of myb1 membrane trafficking protein	1308024	361370	ENSRNOG00000014093	Q5XI21	LOC361370;MGC95142	TOM1	1317553	10043	ENSG00000100284.22	HGNC
Sh2d3c	SH2 domain containing 3C	1307287	362111	ENSRNOG00000054560	A0A0G2JYH7;A0A2Z5DT54;B0BN10	LOC362111;NSP3	SH2D3C	1316391	10044	ENSG00000095370.20	HGNC
Sh2d3a	SH2 domain containing 3A	2322080	100360476	NA	NA	LOC100360476	SH2D3A	1348075	10045	ENSG00000125731.13	HGNC
Cst8	cystatin 8	2434	29679	ENSRNOG00000004989	A0A0H2UHD7;O88969	NA	CST8	736077	10047	ENSG00000125815.9	HGNC
Ranbp9	RAN binding protein 9	1561940	364686	ENSRNOG00000017951	F1LVV3	LOC364686;RGD1561940;RanBPM	RANBP9	1344686	10048	ENSG00000010017.13	HGNC
Dnajb6	DnaJ heat shock protein family (Hsp40) member B6	1308207	362293	ENSRNOG00000010353	Q6AYU3	HSJ-2;LOC108350642;LOC362293;MRJ;MSJ-1	DNAJB6	1349519	10049	ENSG00000105993.15	HGNC
Tex16-ps1	testis expressed 16, pseudogene 1	1559987	302324	NA	NA	LOC302324;RGD1559987;Tex16	TEX16P	4110019	100499435	NA	RGD
Ccdc180	coiled-coil domain containing 180	6498132	100910460	ENSRNOG00000010412	F1LXD9	LOC100910460	CCDC180	4110705	100499483	ENSG00000197816.16	HGNC
Cdh7	cadherin 7	1306856	29162	ENSRNOG00000032490	G3V9J2;Q5DWV2	Cad7	CDH7	1315712	1005	ENSG00000081138.14	HGNC
Slc17a4	solute carrier family 17, member 4	1584758	679784	ENSRNOG00000022505	A0A0G2JXU5;D3ZX83	LOC679784	SLC17A4	1314119	10050	ENSG00000146039.11	HGNC
Mir676	microRNA 676	9685079	104796155	ENSRNOG00000061112	NA	rno-mir-676	MIR676	4888781	100500887	ENSG00000211991.4	HGNC
Ccdc179	coiled-coil domain containing 179	1559980	499158	ENSRNOG00000049297	M0R922	LOC499158;RGD1559980	CCDC179	7205404	100500938	ENSG00000255359.3	HGNC
Inafm2	InaF motif containing 2	11361547	108350443	NA	NA	NA	INAFM2	7247411	100505573	ENSG00000259330.3	HGNC
Lrrc3c	leucine rich repeat containing 3C	1563281	287668	ENSRNOG00000031298	F1M9Z7	LOC287668;RGD1563281	LRRC3C	5131999	100505591	ENSG00000204913.7	HGNC
Krtap9-7	keratin associated protein 9-7	1592933	680396	ENSRNOG00000026803	D3ZAY4	LOC680386;LOC680396	KRTAP9-7	1349870	100505724	ENSG00000180386.7	HGNC
Krtap9-7	keratin associated protein 9-7	1592933	680396	ENSRNOG00000026803	D3ZAY4	LOC680386;LOC680396	KRTAP9-7	1349870	100505724	ENSG00000262221.1	HGNC
Spata1	spermatogenesis associated 1	1359500	362056	ENSRNOG00000015678	Q6AY22	LOC362056	SPATA1	1353083	100505741	ENSG00000122432.18	HGNC
Krtap16-1	keratin associated protein 16-1	2318578	100909661	ENSRNOG00000053360	A0A0G2KA19	LOC100362207;LOC100909661	KRTAP16-1	1602313	100505753	ENSG00000212657.2	HGNC
Krtap16-1	keratin associated protein 16-1	2318578	100909661	ENSRNOG00000053360	A0A0G2KA19	LOC100362207;LOC100909661	KRTAP16-1	1602313	100505753	ENSG00000263186.1	HGNC
Krtap16-1	keratin associated protein 16-1	2318578	100909661	ENSRNOG00000061192	A0A0G2KA19	LOC100362207;LOC100909661	KRTAP16-1	1602313	100505753	ENSG00000212657.2	HGNC
Krtap16-1	keratin associated protein 16-1	2318578	100909661	ENSRNOG00000061192	A0A0G2KA19	LOC100362207;LOC100909661	KRTAP16-1	1602313	100505753	ENSG00000263186.1	HGNC
Krtap16-1	keratin associated protein 16-1	2318578	100909661	ENSRNOG00000070593	A0A0G2KA19	LOC100362207;LOC100909661	KRTAP16-1	1602313	100505753	ENSG00000212657.2	HGNC
Krtap16-1	keratin associated protein 16-1	2318578	100909661	ENSRNOG00000070593	A0A0G2KA19	LOC100362207;LOC100909661	KRTAP16-1	1602313	100505753	ENSG00000263186.1	HGNC
LOC499886	similar to hypothetical protein 4933411G11	1561675	499886	ENSRNOG00000037081	Q5RJT3	NA	SPDYE18	9685821	100505767	ENSG00000205482.11	HGNC
Aptr	Alu-mediated CDKN1A/p21 transcriptional regulator	9685233	104968332	NA	NA	LOC104968332	APTR	6767468	100505854	ENSG00000214293.10	HGNC
Cebpzos	CEBPZ opposite strand	9177508	103692531	ENSRNOG00000040303	D3ZL39	LOC103692531	CEBPZOS	7380495	100505876	ENSG00000218739.10	HGNC
Smim31	small integral membrane protein 31	6498547	100910404	ENSRNOG00000057966	A0A0G2JTQ0	LOC100910404	SMIM31	8158012	100505989	ENSG00000248771.5	HGNC
Tmem210	transmembrane protein 210	2318321	100362365	ENSRNOG00000040275	F1LYD3	LOC100362365	TMEM210	2292188	100505993	ENSG00000185863.8	HGNC
Lrrc72	leucine rich repeat containing 72	1560395	298963	ENSRNOG00000025049	A0A0G2JYE4;D4A4Z5	LOC298963;RGD1560395	LRRC72	5508492	100506049	ENSG00000205858.10	HGNC
Gvqw3	GVQW motif containing 3	11455558	108349776	NA	NA	LOC108349776	GVQW3	13440401	100506127	ENSG00000179240.13	HGNC
Tmem35b	transmembrane protein 35B	2319741	100361631	ENSRNOG00000028083	D3ZYP5	LOC100361631;Zmym6nb	TMEM35B	5132761	100506144	ENSG00000243749.1	HGNC
Krbox1	KRAB box domain containing 1	2321744	100360613	NA	NA	LOC100360613	KRBOX1	5130419	100506243	ENSG00000240747.8	HGNC
Hotairm1	Hoxa transcript antisense RNA, myeloid-specific 1	7716070	102548178	NA	NA	Hoxaas1;LOC102548178;LOC102549834	HOTAIRM1	5133393	100506311	NA	HGNC
Pantr1	POU3F3 adjacent non-coding transcript 1	7688151	102547353	NA	NA	LOC102547353;Linc01158;linc-Brn1a	PANTR1	7778875	100506421	ENSG00000233639.8	HGNC
Thegl	theg spermatid protein-like	1562571	498350	ENSRNOG00000002085	Q5PQR6	LOC498350	THEGL	5688605	100506564	ENSG00000249693.3	HGNC
LOC687560	hypothetical protein LOC687560	1584205	687560	ENSRNOG00000050028	M0RBY7	NA	C16orf95	5132711	100506581	ENSG00000260456.7	HGNC
Ocln	occludin	620089	83497	ENSRNOG00000018297	Q6P6T5	NA	OCLN	732985	100506658	ENSG00000197822.12	HGNC
Ocln	occludin	620089	83497	ENSRNOG00000018297	Q6P6T5	NA	OCLN	732985	100506658	ENSG00000273814.4	HGNC
Slfn2	schlafen family member 2	1308645	303380	ENSRNOG00000037113	A0A096MJK8;D4A2D6	LOC303380	SLFN12L	2291763	100506736	ENSG00000205045.12	HGNC
Casp12	caspase 12	621758	156117	ENSRNOG00000033434	A0A0G2K041;F1LNW4;Q920D5	NA	CASP12	1348077	100506742	NA	HGNC
LOC683469	similar to RNA polymerase II transcription factor SIII subunit A2	1586821	683469	ENSRNOG00000039601	B0BMX4;E9PSJ8	LOC306312	ELOA3D	1626264	100506888	NA	HGNC
LOC683469	similar to RNA polymerase II transcription factor SIII subunit A2	1586821	683469	ENSRNOG00000066342	B0BMX4;E9PSJ8	LOC306312	ELOA3D	1626264	100506888	NA	HGNC
Gfy	golgi-associated, olfactory signaling regulator	6500406	100910047	ENSRNOG00000047401	M0RCZ2	LOC100910047	GFY	7818825	100507003	ENSG00000261949.7	HGNC
Mrln	myoregulin	6490783	100911740	ENSRNOG00000069916	NA	LOC100911740;Mln	MRLN	7245912	100507027	ENSG00000227877.7	HGNC
Tpbgl	trophoblast glycoprotein-like	1596774	681316	ENSRNOG00000017922	F1LVQ8	LOC681316	TPBGL	6770651	100507050	ENSG00000261594.4	HGNC
Lrcol1	leucine rich colipase-like 1	2323402	100363238	ENSRNOG00000037466	D3ZQQ8;H9C9P2	Clpsl3;LOC100363238	LRCOL1	6770658	100507055	ENSG00000204583.10	HGNC
Gimd1	GIMAP family P-loop NTPase domain containing 1	1563706	362042	ENSRNOG00000042721	B0BMZ3	LOC362042;RGD1563706	GIMD1	6770684	100507096	ENSG00000250298.6	HGNC
Smlr1	small leucine-rich protein 1	1586664	686032	ENSRNOG00000047821	M0R807	LOC686032	SMLR1	7205347	100507203	ENSG00000256162.2	HGNC
LOC100911196	zinc finger protein 865-like	6494165	100911196	ENSRNOG00000028628	M0R740	LOC691396	ZNF865	4109409	100507290	ENSG00000261221.4	HGNC
Smim18	small integral membrane protein 18	6501537	100909793	ENSRNOG00000049689	M0R8L5	LOC100909793	SMIM18	7204607	100507341	ENSG00000253457.3	HGNC
Tmem178b	transmembrane protein 178B	1585938	679651	ENSRNOG00000047635	M0R5D0	LOC679651	TMEM178B	6767208	100507421	ENSG00000261115.7	HGNC
Mill1	MHC I like leukocyte 1	1311714	292671	ENSRNOG00000017699	Q60HY2;Q60HY3;Q60HY4;Q60HY5;Q60HY6;Q60HY7;Q60HY8;Q60HY9;Q60HZ0;Q60HZ1;Q60HZ2;Q60HZ3;Q60HZ4;Q60HZ5;Q60HZ6;Q60HZ7;Q60HZ8;Q60HZ9;Q60I00;Q60I01;Q60I02;Q60I03;Q60I04;Q60I05;Q60I06;Q60I07;Q60I08;Q60I09;Q60I10;Q60I11;Q60I12;Q60I13;Q60I14;Q60I15;Q60I16;Q60I17;Q60I18;Q60I20	LOC292671	MICA	1345713	100507436	ENSG00000183214.12	HGNC
Mill1	MHC I like leukocyte 1	1311714	292671	ENSRNOG00000017699	Q60HY2;Q60HY3;Q60HY4;Q60HY5;Q60HY6;Q60HY7;Q60HY8;Q60HY9;Q60HZ0;Q60HZ1;Q60HZ2;Q60HZ3;Q60HZ4;Q60HZ5;Q60HZ6;Q60HZ7;Q60HZ8;Q60HZ9;Q60I00;Q60I01;Q60I02;Q60I03;Q60I04;Q60I05;Q60I06;Q60I07;Q60I08;Q60I09;Q60I10;Q60I11;Q60I12;Q60I13;Q60I14;Q60I15;Q60I16;Q60I17;Q60I18;Q60I20	LOC292671	MICA	1345713	100507436	ENSG00000231225.9	HGNC
Mill1	MHC I like leukocyte 1	1311714	292671	ENSRNOG00000017699	Q60HY2;Q60HY3;Q60HY4;Q60HY5;Q60HY6;Q60HY7;Q60HY8;Q60HY9;Q60HZ0;Q60HZ1;Q60HZ2;Q60HZ3;Q60HZ4;Q60HZ5;Q60HZ6;Q60HZ7;Q60HZ8;Q60HZ9;Q60I00;Q60I01;Q60I02;Q60I03;Q60I04;Q60I05;Q60I06;Q60I07;Q60I08;Q60I09;Q60I10;Q60I11;Q60I12;Q60I13;Q60I14;Q60I15;Q60I16;Q60I17;Q60I18;Q60I20	LOC292671	MICA	1345713	100507436	ENSG00000233051.9	HGNC
Mill1	MHC I like leukocyte 1	1311714	292671	ENSRNOG00000017699	Q60HY2;Q60HY3;Q60HY4;Q60HY5;Q60HY6;Q60HY7;Q60HY8;Q60HY9;Q60HZ0;Q60HZ1;Q60HZ2;Q60HZ3;Q60HZ4;Q60HZ5;Q60HZ6;Q60HZ7;Q60HZ8;Q60HZ9;Q60I00;Q60I01;Q60I02;Q60I03;Q60I04;Q60I05;Q60I06;Q60I07;Q60I08;Q60I09;Q60I10;Q60I11;Q60I12;Q60I13;Q60I14;Q60I15;Q60I16;Q60I17;Q60I18;Q60I20	LOC292671	MICA	1345713	100507436	ENSG00000235233.9	HGNC
Mill1	MHC I like leukocyte 1	1311714	292671	ENSRNOG00000017699	Q60HY2;Q60HY3;Q60HY4;Q60HY5;Q60HY6;Q60HY7;Q60HY8;Q60HY9;Q60HZ0;Q60HZ1;Q60HZ2;Q60HZ3;Q60HZ4;Q60HZ5;Q60HZ6;Q60HZ7;Q60HZ8;Q60HZ9;Q60I00;Q60I01;Q60I02;Q60I03;Q60I04;Q60I05;Q60I06;Q60I07;Q60I08;Q60I09;Q60I10;Q60I11;Q60I12;Q60I13;Q60I14;Q60I15;Q60I16;Q60I17;Q60I18;Q60I20	LOC292671	MICA	1345713	100507436	ENSG00000204520.14	HGNC
Tgfbr3l	transforming growth factor beta receptor 3 like	1586419	688681	ENSRNOG00000050573	M0R3W3	LOC688681	TGFBR3L	6770737	100507588	ENSG00000260001.7	HGNC
Rnf212b	ring finger protein 212B	7500178	102550789	NA	NA	LOC102550789	RNF212B	1347248	100507650	ENSG00000215277.9	HGNC
LOC290876	similar to RIKEN cDNA 1700029H14	1565445	290876	ENSRNOG00000026740	A0A0U1RRN7;A0A0U1RRS8;K0J3H1;Q498E3	MGC116066	C13orf46	13462007	100507747	ENSG00000283302.3	HGNC
LOC290876	similar to RIKEN cDNA 1700029H14	1565445	290876	ENSRNOG00000026740	A0A0U1RRN7;A0A0U1RRS8;K0J3H1;Q498E3	MGC116066	C13orf46	13462007	100507747	ENSG00000283199.3	HGNC
Smc4	structural maintenance of chromosomes 4	1306680	295107	ENSRNOG00000010274	F1MAD9;Q32PX5	LOC295107;MGC125078;Smc4l1	SMC4	1315434	10051	ENSG00000113810.16	HGNC
Gjc1	gap junction protein, gamma 1	628889	266706	ENSRNOG00000048838	A0A654ICN4;A4GG66	Cx45;Cxnq;Gja7	GJC1	1350984	10052	ENSG00000182963.11	RGD
Ptcd1	pentatricopeptide repeat domain 1	1311473	304278	ENSRNOG00000000987	A2VD13;D4AA10	LOC304278	ATP5MF-PTCD1	5013862	100526740	ENSG00000248919.7	HGNC
Smim35	small integral membrane protein 35	7587328	102546809	ENSRNOG00000047939	M0RD93	LOC102546809;LOC689775	SMIM35	6770075	100526771	ENSG00000255274.10	HGNC
Stimate	STIM activating enhancer	735152	361110	ENSRNOG00000017051	Q7TSW6	LOC361110;MGC108529;Tmem110	STIMATE-MUSTN1	5013865	100526772	ENSG00000248592.7	HGNC
Cahm	colon adenocarcinoma hypermethylated	10059728	106182183	NA	NA	NA	CAHM	6480342	100526820	ENSG00000270419.1	HGNC
FAM187A	family with sequence similarity 187, member A	1307851	287741	ENSRNOG00000002918	Q6AXV7	LOC287741;RGD1307851	FAM187A	6482918	100528020	ENSG00000214447.5	HGNC
LOC100361240	ribosomal protein S10-like	2320523	100361240	NA	NA	LOC100360905	RPS10-NUDT3	7365593	100529239	ENSG00000270800.3	HGNC
LOC102553278	zinc finger protein 709-like	7648507	102553278	ENSRNOG00000042372	F1M0I1	NA	ZNF625-ZNF20	7244081	100529855	NA	HGNC
LOC102553278	zinc finger protein 709-like	7648507	102553278	ENSRNOG00000064941	F1M0I1	NA	ZNF625-ZNF20	7244081	100529855	NA	HGNC
Ap1m2	adaptor related protein complex 1 subunit mu 2	1561490	367038	ENSRNOG00000043093	B2RZA4;D3ZRP6	LOC367038;RGD1561490	AP1M2	1354372	10053	ENSG00000129354.12	HGNC
Uba2	ubiquitin-like modifier activating enzyme 2	1312023	308508	ENSRNOG00000021113	B1WC32;F1LS72;Q4G010	LOC308508;Sae2;Uble1b	UBA2	1602133	10054	ENSG00000126261.13	HGNC
Sae1	SUMO1 activating enzyme subunit 1	1306098	308384	ENSRNOG00000015128	Q6AXQ0	LOC308384;Uble1a	SAE1	1604646	10055	ENSG00000142230.13	HGNC
Farsb	phenylalanyl-tRNA synthetase subunit beta	1303210	301544	ENSRNOG00000014119	Q68FT7	Farslb;MGC94847	FARSB	1348852	10056	ENSG00000116120.11	HGNC
Abcc5	ATP binding cassette subfamily C member 5	70913	116721	ENSRNOG00000029178	A0A0G2K6R4;A1A5M8;F7EV50;G3V676;Q9QYM0	Abcc5a;MGC156604;Mrp5	ABCC5	734363	10057	ENSG00000114770.17	HGNC
Abcb6	ATP binding cassette subfamily B member 6	71077	140669	ENSRNOG00000018697	A0A0G2K4U1;O70595	MGC93242;MTABC3	ABCB6	731735	10058	ENSG00000115657.14	HGNC
Dnm1l	dynamin 1-like	620416	114114	ENSRNOG00000001813	O35303	DLP1;Dnml1;Drp1	DNM1L	733618	10059	ENSG00000087470.19	HGNC
Cdh8	cadherin 8	69286	84408	ENSRNOG00000056643	A0A0G2K2C1;O54800	NA	CDH8	735375	1006	ENSG00000150394.14	HGNC
Abcc9	ATP binding cassette subfamily C member 9	3787	25560	ENSRNOG00000036960	D3ZZ00;F1M9Q2;Q63563	LOC100360403;Sur2	ABCC9	735726	10060	ENSG00000069431.14	HGNC
Abcf2	ATP binding cassette subfamily F member 2	1304942	311959	ENSRNOG00000010609	A0A096MIV5;A0A096MJ15;A2VD14;F1M8H5	LOC311959	ABCF2	1312673	10061	ENSG00000033050.9	HGNC
Mir3557	microRNA 3557	4888557	100526621	ENSRNOG00000035517	NA	rno-mir-3557	MIR378D2	5133854	100616169	ENSG00000284288.1	HGNC
Mir3545	microRNA 3545	4888612	100526564	ENSRNOG00000035489	NA	Mir203b;rno-mir-203b;rno-mir-3545	MIR203B	5134172	100616173	ENSG00000283165.1	HGNC
Mir151b	microRNA 151b	4888536	100526641	ENSRNOG00000035457	NA	Mir3586;rno-mir-3586	MIR151B	5133856	100616247	ENSG00000265154.1	HGNC
Mir2964	microRNA 2964	4888575	100526601	ENSRNOG00000035452	NA	Mir219b;rno-mir-219b;rno-mir-2964	MIR219B	5134098	100616335	ENSG00000283335.1	HGNC
Nr1h3	nuclear receptor subfamily 1, group H, member 3	61909	58852	ENSRNOG00000013172	Q5I035;Q62685	LXRalpha;RLD-1	NR1H3	733364	10062	ENSG00000025434.19	HGNC
Cox17	cytochrome c oxidase copper chaperone COX17	620548	89786	ENSRNOG00000038951	Q76MV3	NA	COX17	733581	10063	ENSG00000138495.7	HGNC
RGD1562029	similar to KIAA2012 protein	1562029	501150	ENSRNOG00000022723	D3ZI88	LOC501150	KIAA2012	9586122	100652824	ENSG00000182329.14	HGNC
Tmco5b	transmembrane and coiled-coil domains 5B	1561237	366158	ENSRNOG00000000009	D3ZEL3	LOC366158;RGD1561237	TMCO5B	2306722	100652857	NA	HGNC
Cep295nl	CEP295 N-terminal like	1597046	498028	ENSRNOG00000033143	Q6AY32	Ddc8;LOC498028	CEP295NL	8695876	100653515	ENSG00000178404.10	HGNC
Scamp2	secretory carrier membrane protein 2	68348	65168	ENSRNOG00000019136	Q5U2U4	MGC94592	SCAMP2	68490	10066	ENSG00000140497.16	HGNC
Scamp3	secretory carrier membrane protein 3	68351	65169	ENSRNOG00000020500	A0A0G2K5Q8;E9PTW1	NA	SCAMP3	68495	10067	ENSG00000116521.11	HGNC
Scamp3	secretory carrier membrane protein 3	68351	65169	ENSRNOG00000020500	A0A0G2K5Q8;E9PTW1	NA	SCAMP3	68495	10067	ENSG00000263290.5	HGNC
Il18bp	interleukin 18 binding protein	620042	84388	ENSRNOG00000020150	F7F5P4;Q9JLN2	NA	IL18BP	1348622	10068	ENSG00000137496.18	HGNC
Rwdd2b	RWD domain containing 2B	1305062	304132	ENSRNOG00000001599	B1WBW2;Q5BJP8	LOC304132;RGD1305062	RWDD2B	1312868	10069	ENSG00000156253.7	HGNC
Cdh9	cadherin 9	1308343	29163	ENSRNOG00000033837	D3ZFQ5	NA	CDH9	1354185	1007	ENSG00000113100.10	HGNC
Dpp3	dipeptidylpeptidase 3	621127	114591	ENSRNOG00000031485	O55096	MGC124585	DPP3	736150	10072	ENSG00000254986.8	HGNC
Snupn	snurportin 1	1303191	316108	ENSRNOG00000005426	Q68FP5	MGC95000;Rnut1	SNUPN	1353124	10073	ENSG00000169371.14	HGNC
Huwe1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	1561763	501546	ENSRNOG00000061262	A0A0G2JVW5;E9PSZ5;P51593	LOC501546	HUWE1	1343412	10075	ENSG00000086758.16	HGNC
Ptpru	protein tyrosine phosphatase, receptor type, U	620782	116680	ENSRNOG00000013515	A0A0G2K3H0;F1MAG7	R-ptp-psi	PTPRU	1353626	10076	ENSG00000060656.20	HGNC
Tspan32	tetraspanin 32	1308721	365390	ENSRNOG00000026039	F7F785	LOC365390;Phemx	TSPAN32	1318659	10077	ENSG00000064201.16	HGNC
Tssc4	tumor suppressing subtransferable candidate 4	1307043	361682	ENSRNOG00000032677	Q5XIB1	LOC361682	TSSC4	1316004	10078	ENSG00000184281.15	HGNC
Atp9a	ATPase phospholipid transporting 9A (putative)	621421	84011	ENSRNOG00000049484	M0R6E0	NA	ATP9A	735480	10079	ENSG00000054793.14	HGNC
Cdh10	cadherin 10	619741	29181	ENSRNOG00000009771	F1LR98	NA	CDH10	1350088	1008	ENSG00000040731.10	HGNC
Pdcd7	programmed cell death 7	1308961	363082	ENSRNOG00000014340	D4ACM6	LOC363082	PDCD7	1319039	10081	ENSG00000090470.15	HGNC
