assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene	human_entrez_gene	mouse_gene_symbol	mouse_entrez_gene	ortholog_source
transcript-rna-seq	ENSRNOG00000000461	ENSRNOG00000000461	294276	LOC108348112	BRD2	ENSG00000204256	6046	NA	NA	RGD
transcript-rna-seq	ENSRNOG00000000463	ENSRNOG00000000463	294279	Col11a2	COL11A2	NA	1302	Col11a2	12815	RGD
transcript-rna-seq	ENSRNOG00000000464	ENSRNOG00000000464	361801	Rxrb	RXRB	NA	6257	Rxrb	20182	RGD
transcript-rna-seq	ENSRNOG00000000465	ENSRNOG00000000465	294281	Slc39a7	SLC39A7	NA	7922	Slc39a7	14977	RGD
transcript-rna-seq	ENSRNOG00000000466	ENSRNOG00000000466	361802	Hsd17b8	HSD17B8	NA	7923	H2-Ke6	14979	RGD
transcript-rna-seq	ENSRNOG00000000467	ENSRNOG00000000467	309626	Ring1	RING1	NA	6015	Ring1	19763	RGD
transcript-rna-seq	ENSRNOG00000000470	ENSRNOG00000000470	25218	Vps52	VPS52	NA	6293	Vps52	224705	RGD
transcript-rna-seq	ENSRNOG00000000471	ENSRNOG00000000471	171079	B3galt4	B3GALT4	NA	8705	B3galt4	54218	RGD
transcript-rna-seq	ENSRNOG00000000473	ENSRNOG00000000473	309629	Pfdn6	PFDN6	NA	10471	Pfdn6	14976	RGD
transcript-rna-seq	ENSRNOG00000000474	ENSRNOG00000000474	294283	Rgl2	RGL2	NA	5863	Rgl2	19732	RGD
transcript-rna-seq	ENSRNOG00000000476	ENSRNOG00000000476	309630	Zbtb22	ZBTB22	NA	9278	Zbtb22	81630	RGD
transcript-rna-seq	ENSRNOG00000000477	ENSRNOG00000000477	140926	Daxx	DAXX	NA	1616	Daxx	13163	RGD
transcript-rna-seq	ENSRNOG00000000478	ENSRNOG00000000478	NA	AA926063	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000479	ENSRNOG00000000479	294286	Kifc1	KIFC1	NA	3833	Kifc5b	16580	RGD
transcript-rna-seq	ENSRNOG00000000480	ENSRNOG00000000480	294287	Phf1	PHF1	NA	5252	Phf1	21652	RGD
transcript-rna-seq	ENSRNOG00000000481	ENSRNOG00000000481	294288	Cuta	CUTA	NA	51596	Cuta	67675	RGD
transcript-rna-seq	ENSRNOG00000000483	ENSRNOG00000000483	192117	Syngap1	SYNGAP1	NA	8831	Syngap1	240057	RGD
transcript-rna-seq	ENSRNOG00000000485	ENSRNOG00000000485	116502	Bak1	BAK1	NA	578	Bak1	12018	RGD
transcript-rna-seq	ENSRNOG00000000486	ENSRNOG00000000486	494520	Ggnbp1	GGNBP1	NA	449520	Ggnbp1	70772	RGD
transcript-rna-seq	ENSRNOG00000000487	ENSRNOG00000000487	24417	Grm4	GRM4	ENSG00000124493	2914	Grm4	268934	RGD
transcript-rna-seq	ENSRNOG00000000488	ENSRNOG00000000488	117062	Hmga1	HMGA1	ENSG00000137309	3159	Hmga1	15361	RGD
transcript-rna-seq	ENSRNOG00000000490	ENSRNOG00000000490	81773	Rps10	RPS10	ENSG00000124614	6204	Rps10	67097	RGD
transcript-rna-seq	ENSRNOG00000000491	ENSRNOG00000000491	689210	Spdef	SPDEF	NA	25803	Spdef	30051	RGD
transcript-rna-seq	ENSRNOG00000000493	ENSRNOG00000000493	361808	Snrpc	SNRPC	NA	6631	Snrpc	20630	RGD
transcript-rna-seq	ENSRNOG00000000495	ENSRNOG00000000495	309637	Uhrf1bp1	UHRF1BP1	NA	54887	Uhrf1bp1	224648	RGD
transcript-rna-seq	ENSRNOG00000000498	ENSRNOG00000000498	309639	Anks1a	ANKS1A	NA	23294	Anks1	224650	RGD
transcript-rna-seq	ENSRNOG00000000499	ENSRNOG00000000499	309641	Tcp11	TCP11	NA	6954	Tcp11	21463	RGD
transcript-rna-seq	ENSRNOG00000000500	ENSRNOG00000000500	294297	Scube3	SCUBE3	NA	222663	Scube3	268935	RGD
transcript-rna-seq	ENSRNOG00000000501	ENSRNOG00000000501	361809	Zfp523	ZNF76	NA	7629	Zfp523	224656	RGD
transcript-rna-seq	ENSRNOG00000000502	ENSRNOG00000000502	309642	Def6	DEF6	NA	50619	Def6	23853	RGD
transcript-rna-seq	ENSRNOG00000000503	ENSRNOG00000000503	25682	Ppard	PPARD	NA	5467	Ppard|1810013A23Rik	19015|69050	RGD
transcript-rna-seq	ENSRNOG00000000504	ENSRNOG00000000504	309643	Fance	FANCE	NA	2178	Fance	72775	RGD
transcript-rna-seq	ENSRNOG00000000505	ENSRNOG00000000505	81729	Rpl10a	RPL10A	ENSG00000198755	4736	Rpl10a	19896	RGD
transcript-rna-seq	ENSRNOG00000000505	ENSRNOG00000000505	81729	RGD1566137	RPL10A	ENSG00000198755	4736	Rpl10a	19896	RGD
transcript-rna-seq	ENSRNOG00000000506	ENSRNOG00000000506	294299	Tead3	TEAD3	NA	7005	Tead3	21678	RGD
transcript-rna-seq	ENSRNOG00000000507	ENSRNOG00000000507	309900	Tulp1	TULP1	NA	7287	Tulp1	22157	RGD
transcript-rna-seq	ENSRNOG00000000508	ENSRNOG00000000508	294301	Armc12	ARMC12	NA	221481	Armc12	67645	RGD
transcript-rna-seq	ENSRNOG00000000510	ENSRNOG00000000510	25680	Clps	CLPS	NA	1208	Clps	109791	RGD
transcript-rna-seq	ENSRNOG00000000511	ENSRNOG00000000511	361811	Srpk1	SRPK1	NA	6732	Srpk1	20815	RGD
transcript-rna-seq	ENSRNOG00000000512	ENSRNOG00000000512	309646	Slc26a8	SLC26A8	NA	116369	Slc26a8	224661	RGD
transcript-rna-seq	ENSRNOG00000000513	ENSRNOG00000000513	81649	Mapk14	MAPK14	NA	1432	Mapk14	26416	RGD
transcript-rna-seq	ENSRNOG00000000515	ENSRNOG00000000515	29513	Mapk13	MAPK13	NA	5603	Mapk13	26415	RGD
transcript-rna-seq	ENSRNOG00000000516	ENSRNOG00000000516	NA	NA	PXT1	ENSG00000179165	222659	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000517	ENSRNOG00000000517	294307	Kctd20	KCTD20	NA	222658	Kctd20	66989	RGD
transcript-rna-seq	ENSRNOG00000000519	ENSRNOG00000000519	361813	Stk38	STK38	NA	11329	Stk38	106504	RGD
transcript-rna-seq	ENSRNOG00000000520	ENSRNOG00000000520	361814	Srsf3	SRSF3	NA	6428	Srsf3	20383	RGD
transcript-rna-seq	ENSRNOG00000000521	ENSRNOG00000000521	114851	Cdkn1a	CDKN1A	NA	1026	Cdkn1a	12575	RGD
transcript-rna-seq	ENSRNOG00000000522	ENSRNOG00000000522	309650	Cpne5	CPNE5	NA	57699	Cpne5	240058	RGD
transcript-rna-seq	ENSRNOG00000000523	ENSRNOG00000000523	309651	Ppil1	PPIL1	NA	51645	Ppil1	68816	RGD
transcript-rna-seq	ENSRNOG00000000524	ENSRNOG00000000524	294311	RGD735065	C6orf89	NA	221477	BC004004	80748	RGD
transcript-rna-seq	ENSRNOG00000000525	ENSRNOG00000000525	294312	Pi16	PI16	NA	221476	Pi16	74116	RGD
transcript-rna-seq	ENSRNOG00000000527	ENSRNOG00000000527	294313	Mtch1	MTCH1	NA	23787	Mtch1	56462	RGD
transcript-rna-seq	ENSRNOG00000000528	ENSRNOG00000000528	309653	Fgd2	FGD2	NA	221472	Fgd2	26382	RGD
transcript-rna-seq	ENSRNOG00000000529	ENSRNOG00000000529	24649	Pim1	PIM1	NA	5292	Pim1	18712	RGD
transcript-rna-seq	ENSRNOG00000000531	ENSRNOG00000000531	689755	Ccdc167	CCDC167	NA	154467	Ccdc167	68597	RGD
transcript-rna-seq	ENSRNOG00000000532	ENSRNOG00000000532	309656	Cmtr1	CMTR1	NA	23070	Cmtr1	74157	RGD
transcript-rna-seq	ENSRNOG00000000536	ENSRNOG00000000536	309659	Mdga1	MDGA1	NA	266727	Mdga1	74762	RGD
transcript-rna-seq	ENSRNOG00000000540	ENSRNOG00000000540	294318	Btbd9	BTBD9	NA	114781	Btbd9	224671	RGD
transcript-rna-seq	ENSRNOG00000000541	ENSRNOG00000000541	294320	Glo1	GLO1	NA	2739	Glo1	109801	RGD
transcript-rna-seq	ENSRNOG00000000542	ENSRNOG00000000542	207117	Dnah8	DNAH8	NA	1769	Dnah8	13417	RGD
transcript-rna-seq	ENSRNOG00000000543	ENSRNOG00000000543	79209	Frk	FRK	NA	2444	Frk	14302	RGD
transcript-rna-seq	ENSRNOG00000000546	ENSRNOG00000000546	294456	Nt5dc1	NT5DC1	NA	221294	Nt5dc1	319638	RGD
transcript-rna-seq	ENSRNOG00000000547	ENSRNOG00000000547	309828	Tspyl4	TSPYL4	NA	23270	Tspyl4	72480	RGD
transcript-rna-seq	ENSRNOG00000000549	ENSRNOG00000000549	29544	Tspyl1	TSPYL1	NA	7259	Tspyl1	22110	RGD
transcript-rna-seq	ENSRNOG00000000551	ENSRNOG00000000551	294499	Fam241b	FAM241B	ENSG00000171224	219738	Fam241b	69894	RGD
transcript-rna-seq	ENSRNOG00000000552	ENSRNOG00000000552	499431	Col13a1	COL13A1	NA	1305	Col13a1	12817	RGD
transcript-rna-seq	ENSRNOG00000000556	ENSRNOG00000000556	294503	Nodal	NODAL	NA	4838	Nodal	18119	RGD
transcript-rna-seq	ENSRNOG00000000557	ENSRNOG00000000557	294504	Ppa1	PPA1	NA	5464	Ppa1	67895	RGD
transcript-rna-seq	ENSRNOG00000000557	ENSRNOG00000000557	361842	Ppa1	SAR1A	NA	56681	Sar1a	20224	RGD
transcript-rna-seq	ENSRNOG00000000557	ENSRNOG00000000557	294504	Sar1a	PPA1	NA	5464	Ppa1	67895	RGD
transcript-rna-seq	ENSRNOG00000000557	ENSRNOG00000000557	361842	Sar1a	SAR1A	NA	56681	Sar1a	20224	RGD
transcript-rna-seq	ENSRNOG00000000559	ENSRNOG00000000559	64107	Npffr1	NPFFR1	NA	64106	Npffr1	237362	RGD
transcript-rna-seq	ENSRNOG00000000560	ENSRNOG00000000560	499430	Lrrc20	LRRC20	NA	55222	Lrrc20	216011	RGD
transcript-rna-seq	ENSRNOG00000000561	ENSRNOG00000000561	294508	Pald1	PALD1	NA	27143	Pald1	27355	RGD
transcript-rna-seq	ENSRNOG00000000562	ENSRNOG00000000562	50669	Prf1	PRF1	NA	5551	Prf1	18646	RGD
transcript-rna-seq	ENSRNOG00000000563	ENSRNOG00000000563	309837	Adamts14	ADAMTS14	NA	140766	Adamts14	237360	RGD
transcript-rna-seq	ENSRNOG00000000564	ENSRNOG00000000564	499429	Tbata	TBATA	NA	219793	Tbata	65971	RGD
transcript-rna-seq	ENSRNOG00000000565	ENSRNOG00000000565	286896	Sgpl1	SGPL1	NA	8879	Sgpl1	20397	RGD
transcript-rna-seq	ENSRNOG00000000566	ENSRNOG00000000566	29700	Pcbd1	PCBD1	NA	5092	Pcbd1	13180	RGD
transcript-rna-seq	ENSRNOG00000000567	ENSRNOG00000000567	60630	Unc5b	UNC5B	NA	219699	Unc5b	107449	RGD
transcript-rna-seq	ENSRNOG00000000568	ENSRNOG00000000568	353307	Slc29a3	SLC29A3	NA	55315	Slc29a3	71279	RGD
transcript-rna-seq	ENSRNOG00000000569	ENSRNOG00000000569	690899	Vsir	VSIR	NA	64115	Vsir	74048	RGD
transcript-rna-seq	ENSRNOG00000000571	ENSRNOG00000000571	25524	Psap	PSAP	NA	5660	Psap	19156	RGD
transcript-rna-seq	ENSRNOG00000000572	ENSRNOG00000000572	84468	Chst3	CHST3	NA	9469	Chst3	53374	RGD
transcript-rna-seq	ENSRNOG00000000574	ENSRNOG00000000574	NA	NA	COX5B	ENSG00000135940	1329	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000576	ENSRNOG00000000576	100360936	Anapc16	ANAPC16	NA	119504	Anapc16	52717	RGD
transcript-rna-seq	ENSRNOG00000000579	ENSRNOG00000000579	25603	Marcks	MARCKS	NA	4082	Marcks	17118	RGD
transcript-rna-seq	ENSRNOG00000000580	ENSRNOG00000000580	499445	Calhm4	CALHM4	NA	221301	Calhm4	270711	RGD
transcript-rna-seq	ENSRNOG00000000581	ENSRNOG00000000581	361859	Cdc40	CDC40	NA	51362	Cdc40	71713	RGD
transcript-rna-seq	ENSRNOG00000000582	ENSRNOG00000000582	685325	Ddo	DDO	NA	8528	Ddo	70503	RGD
transcript-rna-seq	ENSRNOG00000000583	ENSRNOG00000000583	309804	Cdk19	CDK19	NA	23097	Cdk19	78334	RGD
transcript-rna-seq	ENSRNOG00000000585	ENSRNOG00000000585	81640	Amd1	AMD1	NA	262	Amd1	11702	RGD
transcript-rna-seq	ENSRNOG00000000586	ENSRNOG00000000586	361858	Gtf3c6	GTF3C6	NA	112495	Gtf3c6	67371	RGD
transcript-rna-seq	ENSRNOG00000000587	ENSRNOG00000000587	294436	Rpf2	RPF2	NA	84154	Rpf2	67239	RGD
transcript-rna-seq	ENSRNOG00000000588	ENSRNOG00000000588	170566	Slc16a10	SLC16A10	NA	117247	Slc16a10	72472	RGD
transcript-rna-seq	ENSRNOG00000000589	ENSRNOG00000000589	309809	RGD1310495	MFSD4B	ENSG00000173214	91749	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000590	ENSRNOG00000000590	337920	Naglt1	MFSD4B	ENSG00000173214	91749	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000593	ENSRNOG00000000593	309812	Rev3l	REV3L	NA	5980	Rev3l	19714	RGD
transcript-rna-seq	ENSRNOG00000000595	ENSRNOG00000000595	361857	Traf3ip2	TRAF3IP2	NA	10758	Traf3ip2	103213	RGD
transcript-rna-seq	ENSRNOG00000000596	ENSRNOG00000000596	25150	Fyn	FYN	NA	2534	Fyn	14360	RGD
transcript-rna-seq	ENSRNOG00000000597	ENSRNOG00000000597	499461	Ccn6	CCN6	NA	8838	Ccn6	327743	RGD
transcript-rna-seq	ENSRNOG00000000598	ENSRNOG00000000598	361856	Tube1	TUBE1	NA	51175	Tube1	71924	RGD
transcript-rna-seq	ENSRNOG00000000599	ENSRNOG00000000599	309816	Lama4	LAMA4	NA	3910	Lama4	16775	RGD
transcript-rna-seq	ENSRNOG00000000604	ENSRNOG00000000604	84577	Hdac2	HDAC2	NA	3066	Hdac2	15182	RGD
transcript-rna-seq	ENSRNOG00000000605	ENSRNOG00000000605	294449	Hs3st5	HS3ST5	NA	222537	Hs3st5	319415	RGD
transcript-rna-seq	ENSRNOG00000000606	ENSRNOG00000000606	690865	Pcdh15	PCDH15	NA	65217	Pcdh15	11994	RGD
transcript-rna-seq	ENSRNOG00000000607	ENSRNOG00000000607	502418	RGD1559903	JPT2	ENSG00000206053	90861	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000609	ENSRNOG00000000609	171458	Ipmk	IPMK	NA	253430	Ipmk	69718	RGD
transcript-rna-seq	ENSRNOG00000000610	ENSRNOG00000000610	294362	Cisd1	CISD1	NA	55847	Cisd1	52637	RGD
transcript-rna-seq	ENSRNOG00000000611	ENSRNOG00000000611	361831	Ube2d1	UBE2D1	NA	7321	Ube2d1	216080	RGD
transcript-rna-seq	ENSRNOG00000000613	ENSRNOG00000000613	83474	Tfam	TFAM	NA	7019	Tfam	21780	RGD
transcript-rna-seq	ENSRNOG00000000614	ENSRNOG00000000614	361832	Bicc1	BICC1	NA	80114	Bicc1	83675	RGD
transcript-rna-seq	ENSRNOG00000000618	ENSRNOG00000000618	314180	Mdga2	MDGA2	NA	161357	Mdga2	320772	RGD
transcript-rna-seq	ENSRNOG00000000620	ENSRNOG00000000620	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000622	ENSRNOG00000000622	690660	Hint1	HINT1	ENSG00000169567	3094	Hint1	15254	RGD
transcript-rna-seq	ENSRNOG00000000630	ENSRNOG00000000630	NA	NA	TCTEX1D2	ENSG00000213123	255758	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000630	ENSRNOG00000000630	NA	NA	AC069257.3	ENSG00000272741	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000632	ENSRNOG00000000632	54237	Cdk1	CDK1	NA	983	Cdk1	12534	RGD
transcript-rna-seq	ENSRNOG00000000633	ENSRNOG00000000633	309722	Rhobtb1	RHOBTB1	NA	9886	Rhobtb1	69288	RGD
transcript-rna-seq	ENSRNOG00000000634	ENSRNOG00000000634	361834	Cabcoco1	CABCOCO1	NA	219621	Cabcoco1	73287	RGD
transcript-rna-seq	ENSRNOG00000000635	ENSRNOG00000000635	309728	Arid5b	ARID5B	NA	84159	Arid5b	71371	RGD
transcript-rna-seq	ENSRNOG00000000636	ENSRNOG00000000636	309729	Rtkn2	RTKN2	NA	219790	Rtkn2	170799	RGD
transcript-rna-seq	ENSRNOG00000000638	ENSRNOG00000000638	499425	Zfp365	ZNF365	NA	22891	Zfp365	216049	RGD
transcript-rna-seq	ENSRNOG00000000639	ENSRNOG00000000639	309732	Ado	ADO	NA	84890	Ado	211488	RGD
transcript-rna-seq	ENSRNOG00000000640	ENSRNOG00000000640	114090	Egr2	EGR2	NA	1959	Egr2	13654	RGD
transcript-rna-seq	ENSRNOG00000000641	ENSRNOG00000000641	100363472	Nrbf2	NRBF2	ENSG00000148572	29982	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000641	ENSRNOG00000000641	58839	Nrbf2	NRBF2	ENSG00000148572	29982	Nrbf2	641340	RGD
transcript-rna-seq	ENSRNOG00000000641	ENSRNOG00000000641	100363472	LOC100363472	NRBF2	ENSG00000148572	29982	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000641	ENSRNOG00000000641	58839	LOC100363472	NRBF2	ENSG00000148572	29982	Nrbf2	641340	RGD
transcript-rna-seq	ENSRNOG00000000645	ENSRNOG00000000645	294375	Reep3	REEP3	NA	221035	Reep3	28193	RGD
transcript-rna-seq	ENSRNOG00000000648	ENSRNOG00000000648	171120	Jmjd1c	JMJD1C	NA	221037	Jmjd1c	108829	RGD
transcript-rna-seq	ENSRNOG00000000650	ENSRNOG00000000650	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000653	ENSRNOG00000000653	60349	Nr5a2	NR5A2	NA	2494	Nr5a2	26424	RGD
transcript-rna-seq	ENSRNOG00000000655	ENSRNOG00000000655	24699	Ptprc	PTPRC	NA	5788	Ptprc	19264	RGD
transcript-rna-seq	ENSRNOG00000000657	ENSRNOG00000000657	360850	Nek7	NEK7	NA	140609	Nek7	59125	RGD
transcript-rna-seq	ENSRNOG00000000658	ENSRNOG00000000658	116719	Acacb	ACACB	NA	32	Acacb	100705	RGD
transcript-rna-seq	ENSRNOG00000000661	ENSRNOG00000000661	304555	Hps4	HPS4	NA	89781	Hps4	192232	RGD
transcript-rna-seq	ENSRNOG00000000662	ENSRNOG00000000662	288717	Srrd	SRRD	NA	402055	Srrd	70118	RGD
transcript-rna-seq	ENSRNOG00000000663	ENSRNOG00000000663	288718	Tfip11	TFIP11	NA	24144	Tfip11	54723	RGD
transcript-rna-seq	ENSRNOG00000000664	ENSRNOG00000000664	288719	Tpst2	TPST2	NA	8459	Tpst2	22022	RGD
transcript-rna-seq	ENSRNOG00000000665	ENSRNOG00000000665	114561	Pitpnb	PITPNB	NA	23760	Pitpnb	56305	RGD
transcript-rna-seq	ENSRNOG00000000691	ENSRNOG00000000691	288736	Foxn4	FOXN4	NA	121643	Foxn4	116810	RGD
transcript-rna-seq	ENSRNOG00000000692	ENSRNOG00000000692	304577	Ung	UNG	NA	7374	Ung	22256	RGD
transcript-rna-seq	ENSRNOG00000000693	ENSRNOG00000000693	171442	Svop	SVOP	NA	55530	Svop	68666	RGD
transcript-rna-seq	ENSRNOG00000000695	ENSRNOG00000000695	304580	Ssh1	SSH1	NA	54434	Ssh1	231637	RGD
transcript-rna-seq	ENSRNOG00000000697	ENSRNOG00000000697	501841	Coro1c	CORO1C	NA	23603	Coro1c	23790	RGD
transcript-rna-seq	ENSRNOG00000000699	ENSRNOG00000000699	363930	Selplg	SELPLG	NA	6404	Selplg	20345	RGD
transcript-rna-seq	ENSRNOG00000000700	ENSRNOG00000000700	304581	Tmem119	TMEM119	NA	338773	Tmem119	231633	RGD
transcript-rna-seq	ENSRNOG00000000701	ENSRNOG00000000701	288740	Iscu	ISCU	NA	23479	Iscu	66383	RGD
transcript-rna-seq	ENSRNOG00000000702	ENSRNOG00000000702	304582	Sart3	SART3	NA	9733	Sart3	53890	RGD
transcript-rna-seq	ENSRNOG00000000704	ENSRNOG00000000704	60669	Cmklr1	CMKLR1	NA	1240	Cmklr1	14747	RGD
transcript-rna-seq	ENSRNOG00000000708	ENSRNOG00000000708	288743	Sgsm1	SGSM1	NA	129049	Sgsm1	52850	RGD
transcript-rna-seq	ENSRNOG00000000713	ENSRNOG00000000713	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000715	ENSRNOG00000000715	25517	Pou1f1	POU1F1	NA	5449	Pou1f1	18736	RGD
transcript-rna-seq	ENSRNOG00000000716	ENSRNOG00000000716	60448	Htr1f	HTR1F	NA	3355	Htr1f	15557	RGD
transcript-rna-seq	ENSRNOG00000000718	ENSRNOG00000000718	288353	Cggbp1	CGGBP1	NA	8545	Cggbp1	106143	RGD
transcript-rna-seq	ENSRNOG00000000720	ENSRNOG00000000720	304176	MGC95208	C3orf38	NA	285237	4930453N24Rik	67609	RGD
transcript-rna-seq	ENSRNOG00000000723	ENSRNOG00000000723	309607	RT1-CE5	HLA-F	NA	3134	Gm11127	100529082	RGD
transcript-rna-seq	ENSRNOG00000000726	ENSRNOG00000000726	294138	Olr1671	OR2J2	NA	26707	Olfr137	258481	RGD
transcript-rna-seq	ENSRNOG00000000728	ENSRNOG00000000728	294141	Clic2	CLIC2	NA	1193	NA	NA	RGD
transcript-rna-seq	ENSRNOG00000000729	ENSRNOG00000000729	170898	Tmlhe	TMLHE	NA	55217	Tmlhe	192289	RGD
transcript-rna-seq	ENSRNOG00000000746	ENSRNOG00000000746	NA	Olr1695	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000747	ENSRNOG00000000747	NA	Olr1694	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000748	ENSRNOG00000000748	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000749	ENSRNOG00000000749	365523	Olr1693	OR14J1	NA	442191	Olfr125	258287	RGD
transcript-rna-seq	ENSRNOG00000000759	ENSRNOG00000000759	408031	Olr1730	OR5V1	ENSG00000243729	81696	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000759	ENSRNOG00000000759	294187	Olr1730	OR5V1	ENSG00000243729	81696	Olfr111	545205	RGD
transcript-rna-seq	ENSRNOG00000000759	ENSRNOG00000000759	408031	Olr1869	OR5V1	ENSG00000243729	81696	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000000759	ENSRNOG00000000759	294187	Olr1869	OR5V1	ENSG00000243729	81696	Olfr111	545205	RGD
transcript-rna-seq	ENSRNOG00000000763	ENSRNOG00000000763	NA	RT1-M3-1	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000765	ENSRNOG00000000765	294197	Olr1743	OR11A1	NA	26531	Olfr96	258507	RGD
transcript-rna-seq	ENSRNOG00000000767	ENSRNOG00000000767	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000768	ENSRNOG00000000768	29168	Ubd	UBD	NA	10537	Ubd	24108	RGD
transcript-rna-seq	ENSRNOG00000000774	ENSRNOG00000000774	81657	Gabbr1	GABBR1	NA	2550	Gabbr1	54393	RGD
transcript-rna-seq	ENSRNOG00000000775	ENSRNOG00000000775	24558	Mog	MOG	NA	4340	Mog	17441	RGD
transcript-rna-seq	ENSRNOG00000000777	ENSRNOG00000000777	294228	RT1-S3	HLA-E	NA	3133	H2-T23	15040	RGD
transcript-rna-seq	ENSRNOG00000000778	ENSRNOG00000000778	NA	Znrd1as1	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000779	ENSRNOG00000000779	361784	Znrd1	ZNRD1	NA	30834	Znrd1	66136	RGD
transcript-rna-seq	ENSRNOG00000000780	ENSRNOG00000000780	294207	Ppp1r11	PPP1R11	NA	6992	Ppp1r11	76497	RGD
transcript-rna-seq	ENSRNOG00000000781	ENSRNOG00000000781	171387	Rnf39	RNF39	NA	80352	Rnf39	386454	RGD
transcript-rna-seq	ENSRNOG00000000782	ENSRNOG00000000782	294210	Trim10	TRIM10	NA	10107	Trim10	19824	RGD
transcript-rna-seq	ENSRNOG00000000783	ENSRNOG00000000783	365528	Trim40	TRIM40	NA	135644	Trim40	195359	RGD
transcript-rna-seq	ENSRNOG00000000785	ENSRNOG00000000785	309591	Trim39	TRIM39	NA	56658	Trim39	79263	RGD
transcript-rna-seq	ENSRNOG00000000786	ENSRNOG00000000786	406230	Rpp21	RPP21	NA	79897	Rpp21	67676	RGD
transcript-rna-seq	ENSRNOG00000000787	ENSRNOG00000000787	100909797	LOC100909797	NA	NA	NA	H2-M3	14991	RGD
transcript-rna-seq	ENSRNOG00000000795	ENSRNOG00000000795	NA	RT1-N3	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000000796	ENSRNOG00000000796	294429	Ranbp2	RANBP2	NA	5903	Ranbp2	19386	RGD
transcript-rna-seq	ENSRNOG00000000798	ENSRNOG00000000798	309593	Gnl1	GNL1	NA	2794	Gnl1	14670	RGD
transcript-rna-seq	ENSRNOG00000000799	ENSRNOG00000000799	85493	Abcf1	ABCF1	NA	23	Abcf1	224742	RGD
transcript-rna-seq	ENSRNOG00000000800	ENSRNOG00000000800	294410	Man1a1	MAN1A1	NA	4121	Man1a	17155	RGD
transcript-rna-seq	ENSRNOG00000000801	ENSRNOG00000000801	309790	Msl3l2	MSL3P1	NA	151507	NA	NA	RGD
transcript-rna-seq	ENSRNOG00000000802	ENSRNOG00000000802	100359595	Tbc1d32	TBC1D32	NA	221322	Tbc1d32	544696	RGD
transcript-rna-seq	ENSRNOG00000000804	ENSRNOG00000000804	294230	Mrps18b	MRPS18B	NA	28973	Mrps18b	66973	RGD
transcript-rna-seq	ENSRNOG00000000805	ENSRNOG00000000805	24392	Gja1	GJA1	NA	2697	Gja1	14609	RGD
transcript-rna-seq	ENSRNOG00000000808	ENSRNOG00000000808	64441	Hsf2	HSF2	NA	3298	Hsf2	15500	RGD
transcript-rna-seq	ENSRNOG00000000809	ENSRNOG00000000809	361789	Atat1	ATAT1	NA	79969	Atat1	73242	RGD
transcript-rna-seq	ENSRNOG00000000811	ENSRNOG00000000811	24678	Pkib	PKIB	NA	5570	Pkib	18768	RGD
transcript-rna-seq	ENSRNOG00000000812	ENSRNOG00000000812	294231	RGD1302996	C6orf136	NA	221545	2310061I04Rik	69662	RGD
transcript-rna-seq	ENSRNOG00000000814	ENSRNOG00000000814	80841	Fabp7	FABP7	NA	2173	Fabp7	12140	RGD
transcript-rna-seq	ENSRNOG00000000815	ENSRNOG00000000815	294422	Smpdl3a	SMPDL3A	NA	10924	Smpdl3a	57319	RGD
transcript-rna-seq	ENSRNOG00000000816	ENSRNOG00000000816	361790	Ppp1r18	PPP1R18	NA	170954	Ppp1r18	76448	RGD
transcript-rna-seq	ENSRNOG00000000818	ENSRNOG00000000818	361791	Nrm	NRM	NA	11270	Nrm	106582	RGD
transcript-rna-seq	ENSRNOG00000000823	ENSRNOG00000000823	309798	Gcc2	GCC2	NA	9648	Gcc2	70297	RGD
transcript-rna-seq	ENSRNOG00000000824	ENSRNOG00000000824	365583	Dse	DSE	NA	29940	Dse	212898	RGD
